thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
122,0,122,[np.float64(0.19907407407407407)],[np.float64(-0.26851851851851855)],[1],[0],[0],[2.574206899967976],['target'],122,0,122,0,366.3886435,,5,366.377377,366.3886435,366.3886435,0.0105192,368.9517574,[np.float64(0.19907407407407407)],[np.float64(-0.26851851851851855)],[1],[0],[0],[2.574206899967976],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
123,0,123,[np.float64(0.1962962962962963)],[np.float64(0.3490740740740741)],[1],[0],[0],[2.175629699951969],['target'],123,0,123,0,368.9797513,,5,368.969641,368.9797513,368.9797513,0.0175373,371.1453194,[np.float64(0.1962962962962963)],[np.float64(0.3490740740740741)],[1],[0],[0],[2.175629699951969],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
124,0,124,[np.float64(-0.34074074074074073)],[np.float64(0.16018518518518518)],[1],[0],[0],[2.4475309000117704],['target'],124,0,124,0,371.1725779,,10,371.1642011,371.1725779,371.1725779,0.0188084,373.6117871,[np.float64(-0.34074074074074073)],[np.float64(0.16018518518518518)],[1],[0],[0],[2.4475309000117704],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
125,0,125,[np.float64(-0.41944444444444445)],[np.float64(0.45925925925925926)],[1],[0],[0],[1.909980500000529],['target'],125,0,125,0,373.6490527,,10,373.6353532,373.6490527,373.6490527,0.0233451,375.5454575,[np.float64(-0.41944444444444445)],[np.float64(0.45925925925925926)],[1],[0],[0],[1.909980500000529],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
126,0,126,[np.float64(-0.08148148148148149)],[np.float64(0.001851851851851852)],[1],[0],[0],[2.805489399994258],['target'],126,0,126,0,375.5916772,,10,375.5711876,375.5916772,375.5916772,0.0253821,378.3767985,[np.float64(-0.08148148148148149)],[np.float64(0.001851851851851852)],[1],[0],[0],[2.805489399994258],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
127,0,127,[np.float64(-0.3592592592592593)],[np.float64(0.4148148148148148)],[1],[0],[0],[3.0248089999658987],['target'],127,0,127,0,378.4178795,,10,378.3992437,378.4178795,378.4178795,0.0221248,381.4241358,[np.float64(-0.3592592592592593)],[np.float64(0.4148148148148148)],[1],[0],[0],[3.0248089999658987],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
128,0,128,[np.float64(-0.19444444444444445)],[np.float64(0.3138888888888889)],[1],[0],[0],[1.2513260999694467],[None],128,0,128,0,381.4437028,,5,381.4379697,381.4437028,381.4437028,0.0136317,382.6894245,[np.float64(-0.19444444444444445)],[np.float64(0.3138888888888889)],[1],[0],[0],[1.2513260999694467],[None],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
129,0,129,[np.float64(0.07314814814814814)],[np.float64(0.15092592592592594)],[1],[0],[0],[2.542545899981633],['target'],129,0,129,0,382.7205802,,10,382.712192,382.7205802,382.7205802,0.0225148,385.2548228,[np.float64(0.07314814814814814)],[np.float64(0.15092592592592594)],[1],[0],[0],[2.542545899981633],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
130,0,130,[np.float64(0.008333333333333333)],[np.float64(0.2064814814814815)],[1],[0],[0],[1.6652055999729782],['target'],130,0,130,0,385.3064305,,10,385.2855832,385.3064305,385.3064305,0.0305102,386.9509166,[np.float64(0.008333333333333333)],[np.float64(0.2064814814814815)],[1],[0],[0],[1.6652055999729782],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
131,0,131,[np.float64(-0.43333333333333335)],[np.float64(-0.10833333333333334)],[1],[0],[0],[4.354168899997603],['target'],131,0,131,0,387.0091817,,10,386.9935311,387.0091817,387.0091817,0.0424188,391.347822,[np.float64(-0.43333333333333335)],[np.float64(-0.10833333333333334)],[1],[0],[0],[4.354168899997603],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
132,0,132,[np.float64(0.05092592592592592)],[np.float64(-0.1425925925925926)],[1],[0],[0],[3.496217100007925],['target'],132,0,132,0,391.3897864,,10,391.3813778,391.3897864,391.3897864,0.0325196,394.8776924,[np.float64(0.05092592592592592)],[np.float64(-0.1425925925925926)],[1],[0],[0],[3.496217100007925],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
133,0,133,[np.float64(-0.03425925925925926)],[np.float64(-0.18425925925925926)],[1],[0],[0],[1.6064741000300273],['target'],133,0,133,0,394.9139962,,10,394.9035688,394.9139962,394.9139962,0.0256343,396.5101134,[np.float64(-0.03425925925925926)],[np.float64(-0.18425925925925926)],[1],[0],[0],[1.6064741000300273],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
134,0,134,[np.float64(0.11851851851851852)],[np.float64(-0.2638888888888889)],[1],[0],[0],[1.9428015999728814],['target'],134,0,134,0,396.5444546,,10,396.5350782,396.5444546,396.5444546,0.0248403,398.4780535,[np.float64(0.11851851851851852)],[np.float64(-0.2638888888888889)],[1],[0],[0],[1.9428015999728814],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
135,0,135,[np.float64(-0.3925925925925926)],[np.float64(0.22592592592592592)],[1],[0],[0],[2.4414257999742404],['target'],135,0,135,0,398.5032716,,5,398.496978,398.5032716,398.5032716,0.0184681,400.938487,[np.float64(-0.3925925925925926)],[np.float64(0.22592592592592592)],[1],[0],[0],[2.4414257999742404],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
136,0,136,[np.float64(0.2740740740740741)],[np.float64(0.062037037037037036)],[1],[0],[0],[3.0259019999648444],['target'],136,0,136,0,400.9614483,,5,400.9509264,400.9614483,400.9614483,0.0122755,403.9769687,[np.float64(0.2740740740740741)],[np.float64(0.062037037037037036)],[1],[0],[0],[3.0259019999648444],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
137,0,137,[np.float64(0.3925925925925926)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.1952653999906033],['target'],137,0,137,0,403.9998071,,5,403.9922496,403.9998071,403.9998071,0.0150339,406.1876827,[np.float64(0.3925925925925926)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.1952653999906033],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
138,0,138,[np.float64(0.1814814814814815)],[np.float64(-0.07962962962962963)],[1],[0],[0],[1.810888400010299],['target'],138,0,138,0,406.220305,,5,406.210185,406.220305,406.220305,0.0221465,408.0211915,[np.float64(0.1814814814814815)],[np.float64(-0.07962962962962963)],[1],[0],[0],[1.810888400010299],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
139,0,139,[np.float64(0.2388888888888889)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.885222899960354],['target'],139,0,139,0,408.0581149,,10,408.0453421,408.0581149,408.0581149,0.0239143,409.9306367,[np.float64(0.2388888888888889)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.885222899960354],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
140,0,140,[np.float64(0.062037037037037036)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.6087361000245437],['target'],140,0,140,0,409.9463302,,5,409.9391776,409.9463302,409.9463302,0.0084346,411.5480107,[np.float64(0.062037037037037036)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.6087361000245437],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
141,0,141,[np.float64(-0.412962962962963)],[np.float64(-0.2712962962962963)],[1],[0],[0],[3.3151713999686763],['target'],141,0,141,0,411.5698509,,5,411.5628321,411.5698509,411.5698509,0.0146628,414.8780817,[np.float64(-0.412962962962963)],[np.float64(-0.2712962962962963)],[1],[0],[0],[3.3151713999686763],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
142,0,142,[np.float64(0.43148148148148147)],[np.float64(-0.025925925925925925)],[1],[0],[0],[6.887070500000846],['target'],142,0,142,0,414.9152813,,10,414.9039783,414.9152813,414.9152813,0.0257708,421.791147,[np.float64(0.43148148148148147)],[np.float64(-0.025925925925925925)],[1],[0],[0],[6.887070500000846],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
143,0,143,[np.float64(-0.22037037037037038)],[np.float64(0.20555555555555555)],[1],[0],[0],[3.072421699995175],['target'],143,0,143,0,421.8248484,,10,421.8146776,421.8248484,421.8248484,0.0232922,424.8871745,[np.float64(-0.22037037037037038)],[np.float64(0.20555555555555555)],[1],[0],[0],[3.072421699995175],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
144,0,144,[np.float64(0.4842592592592593)],[np.float64(0.01574074074074074)],[1],[0],[0],[4.950175900012255],['target'],144,0,144,0,424.9328954,,10,424.9180632,424.9328954,424.9328954,0.0307118,429.8683477,[np.float64(0.4842592592592593)],[np.float64(0.01574074074074074)],[1],[0],[0],[4.950175900012255],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
145,0,145,[np.float64(0.2101851851851852)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.6392833000281826],['target'],145,0,145,0,429.9191864,,10,429.9079964,429.9191864,429.9191864,0.0393495,431.5473629,[np.float64(0.2101851851851852)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.6392833000281826],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
146,0,146,[np.float64(-0.4462962962962963)],[np.float64(-0.26944444444444443)],[1],[0],[0],[3.1415780000388622],['target'],146,0,146,0,431.5857885,,10,431.5708128,431.5857885,431.5857885,0.0233176,434.7124547,[np.float64(-0.4462962962962963)],[np.float64(-0.26944444444444443)],[1],[0],[0],[3.1415780000388622],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
147,0,147,[np.float64(-0.23796296296296296)],[np.float64(-0.10092592592592593)],[1],[0],[0],[3.2205661999760196],['target'],147,0,147,0,434.7322829,,5,434.7227107,434.7322829,434.7322829,0.0101479,437.9433651,[np.float64(-0.23796296296296296)],[np.float64(-0.10092592592592593)],[1],[0],[0],[3.2205661999760196],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
148,0,148,[np.float64(0.2111111111111111)],[np.float64(-0.2898148148148148)],[1],[0],[0],[2.468153900001198],['target'],148,0,148,0,437.9646143,,5,437.9575096,437.9646143,437.9646143,0.0139843,440.4258342,[np.float64(0.2111111111111111)],[np.float64(-0.2898148148148148)],[1],[0],[0],[2.468153900001198],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
149,0,149,[np.float64(-0.1925925925925926)],[np.float64(-0.2388888888888889)],[1],[0],[0],[2.9244780000299215],['target'],149,0,149,0,440.4614809,,10,440.4493263,440.4614809,440.4614809,0.0232774,443.373879,[np.float64(-0.1925925925925926)],[np.float64(-0.2388888888888889)],[1],[0],[0],[2.9244780000299215],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
150,0,150,[np.float64(-0.07222222222222222)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.099268899997696],['target'],150,0,150,0,443.4165193,,10,443.4019928,443.4165193,443.4165193,0.0279299,447.5013672,[np.float64(-0.07222222222222222)],[np.float64(-0.3074074074074074)],[1],[0],[0],[4.099268899997696],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
151,0,151,[np.float64(0.19537037037037036)],[np.float64(-0.4111111111111111)],[1],[0],[0],[1.436337499995716],['target'],151,0,151,0,447.5210542,,5,447.5159276,447.5210542,447.5210542,0.014282,448.9524386,[np.float64(0.19537037037037036)],[np.float64(-0.4111111111111111)],[1],[0],[0],[1.436337499995716],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
152,0,152,[np.float64(-0.3175925925925926)],[np.float64(0.3388888888888889)],[1],[0],[0],[3.548440999991726],['target'],152,0,152,0,448.9783942,,5,448.9675233,448.9783942,448.9783942,0.0147374,452.5161256,[np.float64(-0.3175925925925926)],[np.float64(0.3388888888888889)],[1],[0],[0],[3.548440999991726],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
153,0,153,[np.float64(-0.36944444444444446)],[np.float64(0.07222222222222222)],[1],[0],[0],[3.1857569999992847],['target'],153,0,153,0,452.5561091,,10,452.5405126,452.5561091,452.5561091,0.024001,455.7263365,[np.float64(-0.36944444444444446)],[np.float64(0.07222222222222222)],[1],[0],[0],[3.1857569999992847],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
154,0,154,[np.float64(-0.4666666666666667)],[np.float64(-0.36574074074074076)],[1],[0],[0],[2.7891046999720857],['target'],154,0,154,0,455.7641667,,10,455.7514675,455.7641667,455.7641667,0.0250006,458.5406132,[np.float64(-0.4666666666666667)],[np.float64(-0.36574074074074076)],[1],[0],[0],[2.7891046999720857],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
155,0,155,[np.float64(0.3333333333333333)],[np.float64(0.2537037037037037)],[1],[0],[0],[4.539960899972357],['target'],155,0,155,0,458.5573131,,5,458.549948,458.5573131,458.5573131,0.0092058,463.0900382,[np.float64(0.3333333333333333)],[np.float64(0.2537037037037037)],[1],[0],[0],[4.539960899972357],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
156,0,156,[np.float64(0.2953703703703704)],[np.float64(0.1935185185185185)],[1],[0],[0],[2.8353614000370726],['target'],156,0,156,0,463.1103872,,5,463.1037412,463.1103872,463.1103872,0.0134198,465.9392823,[np.float64(0.2953703703703704)],[np.float64(0.1935185185185185)],[1],[0],[0],[2.8353614000370726],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
157,0,157,[np.float64(0.4546296296296296)],[np.float64(-0.2462962962962963)],[1],[0],[0],[4.306568400003016],['target'],157,0,157,0,465.9823619,,10,465.963322,465.9823619,465.9823619,0.0236418,470.2700588,[np.float64(0.4546296296296296)],[np.float64(-0.2462962962962963)],[1],[0],[0],[4.306568400003016],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
158,0,158,[np.float64(-0.3611111111111111)],[np.float64(0.34444444444444444)],[1],[0],[0],[3.4761516000144184],['target'],158,0,158,0,470.2947677,,5,470.2871207,470.2947677,470.2947677,0.0166522,473.7633997,[np.float64(-0.3611111111111111)],[np.float64(0.34444444444444444)],[1],[0],[0],[3.4761516000144184],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
159,0,159,[np.float64(0.49166666666666664)],[np.float64(-0.35648148148148145)],[1],[0],[0],[3.490191099990625],['target'],159,0,159,0,473.7997329,,5,473.7887022,473.7997329,473.7997329,0.0250693,477.2789789,[np.float64(0.49166666666666664)],[np.float64(-0.35648148148148145)],[1],[0],[0],[3.490191099990625],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
160,0,160,[np.float64(-0.2916666666666667)],[np.float64(-0.028703703703703703)],[1],[0],[0],[2.019864600035362],['target'],160,0,160,0,477.2979278,,5,477.2929834,477.2979278,477.2979278,0.0138259,479.3129794,[np.float64(-0.2916666666666667)],[np.float64(-0.028703703703703703)],[1],[0],[0],[2.019864600035362],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
161,0,161,[np.float64(0.25555555555555554)],[np.float64(0.18703703703703703)],[1],[0],[0],[2.052064799994696],['target'],161,0,161,0,479.3463373,,10,479.3382269,479.3463373,479.3463373,0.0250063,481.3903891,[np.float64(0.25555555555555554)],[np.float64(0.18703703703703703)],[1],[0],[0],[2.052064799994696],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
162,0,162,[np.float64(0.34629629629629627)],[np.float64(-0.45185185185185184)],[1],[0],[0],[2.7649429999873973],['target'],162,0,162,0,481.4125062,,5,481.4071375,481.4125062,481.4125062,0.0165624,484.1721973,[np.float64(0.34629629629629627)],[np.float64(-0.45185185185185184)],[1],[0],[0],[2.7649429999873973],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
163,0,163,[np.float64(0.43703703703703706)],[np.float64(0.08888888888888889)],[1],[0],[0],[2.8615900999866426],['target'],163,0,163,0,484.2223789,,10,484.2099718,484.2223789,484.2223789,0.0370937,487.0716698,[np.float64(0.43703703703703706)],[np.float64(0.08888888888888889)],[1],[0],[0],[2.8615900999866426],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
164,0,164,[np.float64(0.43703703703703706)],[np.float64(0.08888888888888889)],[1],[0],[0],[0.6073727000039071],[None],164,0,164,0,487.1095899,,10,487.0959107,487.1095899,487.1095899,0.0239508,487.703384,[np.float64(0.43703703703703706)],[np.float64(0.08888888888888889)],[1],[0],[0],[0.6073727000039071],[None],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
165,0,165,[np.float64(-0.10277777777777777)],[np.float64(0.002777777777777778)],[1],[0],[0],[2.8575166999944486],['target'],165,0,165,0,487.7424365,,10,487.7250916,487.7424365,487.7424365,0.0214963,490.5826964,[np.float64(-0.10277777777777777)],[np.float64(0.002777777777777778)],[1],[0],[0],[2.8575166999944486],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
166,0,166,[np.float64(-0.032407407407407406)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.625798399967607],['target'],166,0,166,0,490.6168151,,10,490.6049456,490.6168151,490.6168151,0.0220668,492.2308042,[np.float64(-0.032407407407407406)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.625798399967607],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
167,0,167,[np.float64(-0.5009259259259259)],[np.float64(-0.30462962962962964)],[1],[0],[0],[2.9056767000001855],['target'],167,0,167,0,492.2646532,,10,492.256132,492.2646532,492.2646532,0.0252064,495.1618804,[np.float64(-0.5009259259259259)],[np.float64(-0.30462962962962964)],[1],[0],[0],[2.9056767000001855],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
168,0,168,[np.float64(0.08148148148148149)],[np.float64(0.08611111111111111)],[1],[0],[0],[2.00701719999779],[None],168,0,168,0,495.1997476,,10,495.189447,495.1997476,495.1997476,0.0274149,497.1965297,[np.float64(0.08148148148148149)],[np.float64(0.08611111111111111)],[1],[0],[0],[2.00701719999779],[None],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
169,0,169,[np.float64(0.23055555555555557)],[np.float64(0.1638888888888889)],[1],[0],[0],[1.539911600004416],['target'],169,0,169,0,497.2296678,,10,497.2192764,497.2296678,497.2296678,0.0226393,498.7592818,[np.float64(0.23055555555555557)],[np.float64(0.1638888888888889)],[1],[0],[0],[1.539911600004416],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
170,0,170,[np.float64(0.3398148148148148)],[np.float64(-0.2490740740740741)],[1],[0],[0],[4.568454599997494],['target'],170,0,170,0,498.7935628,,10,498.7857513,498.7935628,498.7935628,0.0262065,503.3542614,[np.float64(0.3398148148148148)],[np.float64(-0.2490740740740741)],[1],[0],[0],[4.568454599997494],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
171,0,171,[np.float64(0.4009259259259259)],[np.float64(-0.3)],[1],[0],[0],[2.124042199982796],['target'],171,0,171,0,503.3694045,,5,503.3629706,503.3694045,503.3694045,0.0085936,505.4870935,[np.float64(0.4009259259259259)],[np.float64(-0.3)],[1],[0],[0],[2.124042199982796],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
172,0,172,[np.float64(-0.2833333333333333)],[np.float64(0.3925925925925926)],[1],[0],[0],[3.194064499984961],['target'],172,0,172,0,505.5233743,,10,505.5095897,505.5233743,505.5233743,0.0223542,508.7037718,[np.float64(-0.2833333333333333)],[np.float64(0.3925925925925926)],[1],[0],[0],[3.194064499984961],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
173,0,173,[np.float64(-0.05092592592592592)],[np.float64(-0.13333333333333333)],[1],[0],[0],[2.858237099950202],['target'],173,0,173,0,508.7459439,,10,508.7265055,508.7459439,508.7459439,0.0224437,511.5848546,[np.float64(-0.05092592592592592)],[np.float64(-0.13333333333333333)],[1],[0],[0],[2.858237099950202],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
174,0,174,[np.float64(0.24444444444444444)],[np.float64(0.08425925925925926)],[1],[0],[0],[3.2901071999804117],['target'],174,0,174,0,511.6273203,,10,511.6093465,511.6273203,511.6273203,0.024205,514.899568,[np.float64(0.24444444444444444)],[np.float64(0.08425925925925926)],[1],[0],[0],[3.2901071999804117],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
175,0,175,[np.float64(0.0962962962962963)],[np.float64(0.08611111111111111)],[1],[0],[0],[1.946865700010676],['target'],175,0,175,0,515.4542265,,5,514.9142263,515.4542265,515.4542265,0.014401,516.8612301,[np.float64(0.0962962962962963)],[np.float64(0.08611111111111111)],[1],[0],[0],[1.946865700010676],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
176,0,176,[np.float64(0.2324074074074074)],[np.float64(0.4675925925925926)],[1],[0],[0],[2.111053799977526],['target'],176,0,176,0,516.8901553,,10,516.8828075,516.8901553,516.8901553,0.0212653,518.9939508,[np.float64(0.2324074074074074)],[np.float64(0.4675925925925926)],[1],[0],[0],[2.111053799977526],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
177,0,177,[np.float64(0.3398148148148148)],[np.float64(0.11481481481481481)],[1],[0],[0],[3.6844762000255287],['target'],177,0,177,0,519.0204447,,5,519.0060365,519.0204447,519.0204447,0.0118502,522.690601,[np.float64(0.3398148148148148)],[np.float64(0.11481481481481481)],[1],[0],[0],[3.6844762000255287],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
178,0,178,[np.float64(-0.41944444444444445)],[np.float64(-0.39166666666666666)],[1],[0],[0],[3.8752401000238024],['target'],178,0,178,0,522.7249483,,10,522.7115849,522.7249483,522.7249483,0.0207891,526.5869353,[np.float64(-0.41944444444444445)],[np.float64(-0.39166666666666666)],[1],[0],[0],[3.8752401000238024],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
179,0,179,[np.float64(-0.3787037037037037)],[np.float64(0.08148148148148149)],[1],[0],[0],[2.062731900019571],['target'],179,0,179,0,526.6120252,,5,526.6038938,526.6120252,526.6120252,0.0167157,528.6667126,[np.float64(-0.3787037037037037)],[np.float64(0.08148148148148149)],[1],[0],[0],[2.062731900019571],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
180,0,180,[np.float64(0.20925925925925926)],[np.float64(0.05648148148148148)],[1],[0],[0],[2.990409299964085],['target'],180,0,180,0,528.682196,,5,528.6761957,528.682196,528.682196,0.0093463,531.6667183,[np.float64(0.20925925925925926)],[np.float64(0.05648148148148148)],[1],[0],[0],[2.990409299964085],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
181,0,181,[np.float64(-0.09351851851851851)],[np.float64(-0.3925925925925926)],[1],[0],[0],[2.8659719999996014],['target'],181,0,181,0,531.7074641,,10,531.6952492,531.7074641,531.7074641,0.0283296,534.5612662,[np.float64(-0.09351851851851851)],[np.float64(-0.3925925925925926)],[1],[0],[0],[2.8659719999996014],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
182,0,182,[np.float64(-0.4101851851851852)],[np.float64(-0.20092592592592592)],[1],[0],[0],[1.7085189000354148],['target'],182,0,182,0,534.5782608,,5,534.5717877,534.5782608,534.5782608,0.0104106,536.2804374,[np.float64(-0.4101851851851852)],[np.float64(-0.20092592592592592)],[1],[0],[0],[1.7085189000354148],['target'],DEM,1,2025-09-30_18h07.21.974,Visual search experiment,,2025.1.1,59.962859,2025-09-30 18h07.29.912565 +0530
