thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
127,0,127,[np.float64(0.22407407407407406)],[np.float64(-0.2722222222222222)],[1],[0],[0],[3.1061901999637485],['target'],127,0,127,0,334.402323,,10,334.3909839,334.402323,334.402323,0.0265143,337.4972974,[np.float64(0.22407407407407406)],[np.float64(-0.2722222222222222)],[1],[0],[0],[3.1061901999637485],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
128,0,128,[np.float64(-0.3611111111111111)],[np.float64(0.03333333333333333)],[1],[0],[0],[2.9423506999737583],['target'],128,0,128,0,337.5279838,,10,337.520142,337.5279838,337.5279838,0.0224555,340.462664,[np.float64(-0.3611111111111111)],[np.float64(0.03333333333333333)],[1],[0],[0],[2.9423506999737583],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
129,0,129,[np.float64(-0.2657407407407407)],[np.float64(0.14814814814814814)],[1],[0],[0],[2.4757813999895006],['target'],129,0,129,0,340.4897973,,5,340.4791737,340.4897973,340.4897973,0.0160841,342.9550036,[np.float64(-0.2657407407407407)],[np.float64(0.14814814814814814)],[1],[0],[0],[2.4757813999895006],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
130,0,130,[np.float64(-0.17777777777777778)],[np.float64(0.40925925925925927)],[1],[0],[0],[1.735097999975551],['target'],130,0,130,0,342.9793658,,10,342.9721407,342.9793658,342.9793658,0.0169959,344.707361,[np.float64(-0.17777777777777778)],[np.float64(0.40925925925925927)],[1],[0],[0],[1.735097999975551],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
131,0,131,[np.float64(0.24444444444444444)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.9310896000242792],['target'],131,0,131,0,344.7274452,,5,344.7219621,344.7274452,344.7274452,0.0143285,346.6531275,[np.float64(0.24444444444444444)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.9310896000242792],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
132,0,132,[np.float64(0.2657407407407407)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.2174952999921516],['target'],132,0,132,0,346.6738468,,5,346.6688726,346.6738468,346.6738468,0.015658,347.8864863,[np.float64(0.2657407407407407)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.2174952999921516],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
133,0,133,[np.float64(0.5018518518518519)],[np.float64(0.2518518518518518)],[1],[0],[0],[2.9414972999948077],['target'],133,0,133,0,347.9212683,,5,347.9111345,347.9212683,347.9212683,0.0243666,350.8527265,[np.float64(0.5018518518518519)],[np.float64(0.2518518518518518)],[1],[0],[0],[2.9414972999948077],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
134,0,134,[np.float64(0.16018518518518518)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.2301739000249654],['target'],134,0,134,0,350.8738189,,5,350.8687938,350.8738189,350.8738189,0.0158087,354.0990915,[np.float64(0.16018518518518518)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.2301739000249654],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
135,0,135,[np.float64(0.26296296296296295)],[np.float64(0.12962962962962962)],[1],[0],[0],[2.2901186000090092],['target'],135,0,135,0,354.1310594,,10,354.1219423,354.1310594,354.1310594,0.022578,356.4121367,[np.float64(0.26296296296296295)],[np.float64(0.12962962962962962)],[1],[0],[0],[2.2901186000090092],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
136,0,136,[np.float64(0.3888888888888889)],[np.float64(0.1527777777777778)],[1],[0],[0],[1.4085632999776863],['target'],136,0,136,0,356.4542717,,10,356.4396726,356.4542717,356.4542717,0.0273768,357.8483686,[np.float64(0.3888888888888889)],[np.float64(0.1527777777777778)],[1],[0],[0],[1.4085632999776863],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
137,0,137,[np.float64(-0.3509259259259259)],[np.float64(0.16111111111111112)],[1],[0],[0],[5.326267399999779],['target'],137,0,137,0,357.8729998,,5,357.8629636,357.8729998,357.8729998,0.0141906,363.1893675,[np.float64(-0.3509259259259259)],[np.float64(0.16111111111111112)],[1],[0],[0],[5.326267399999779],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
138,0,138,[np.float64(0.1712962962962963)],[np.float64(0.3925925925925926)],[1],[0],[0],[2.333459799992852],['target'],138,0,138,0,363.2145502,,5,363.2052095,363.2145502,363.2145502,0.0156532,365.5388392,[np.float64(0.1712962962962963)],[np.float64(0.3925925925925926)],[1],[0],[0],[2.333459799992852],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
139,0,139,[np.float64(-0.1814814814814815)],[np.float64(0.14722222222222223)],[1],[0],[0],[2.540944500011392],['target'],139,0,139,0,365.5753288,,10,365.5635412,365.5753288,365.5753288,0.0244237,368.1045489,[np.float64(-0.1814814814814815)],[np.float64(0.14722222222222223)],[1],[0],[0],[2.540944500011392],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
140,0,140,[np.float64(-0.4027777777777778)],[np.float64(-0.4759259259259259)],[1],[0],[0],[3.1916070000152104],['target'],140,0,140,0,368.1391763,,10,368.1283343,368.1391763,368.1391763,0.0236297,371.3200535,[np.float64(-0.4027777777777778)],[np.float64(-0.4759259259259259)],[1],[0],[0],[3.1916070000152104],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
141,0,141,[np.float64(0.3074074074074074)],[np.float64(0.11944444444444445)],[1],[0],[0],[1.8657555999816395],['target'],141,0,141,0,371.3450659,,5,371.3347502,371.3450659,371.3450659,0.0144081,373.2006912,[np.float64(0.3074074074074074)],[np.float64(0.11944444444444445)],[1],[0],[0],[1.8657555999816395],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
142,0,142,[np.float64(-0.40370370370370373)],[np.float64(0.021296296296296296)],[1],[0],[0],[2.7696106999646872],['target'],142,0,142,0,373.2355078,,10,373.2262011,373.2355078,373.2355078,0.0250926,375.9959157,[np.float64(-0.40370370370370373)],[np.float64(0.021296296296296296)],[1],[0],[0],[2.7696106999646872],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
143,0,143,[np.float64(-0.23425925925925925)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.7547550000017509],['target'],143,0,143,0,376.0168398,,5,376.0102407,376.0168398,376.0168398,0.014093,377.7651334,[np.float64(-0.23425925925925925)],[np.float64(0.1388888888888889)],[1],[0],[0],[1.7547550000017509],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
144,0,144,[np.float64(-0.3851851851851852)],[np.float64(-0.3675925925925926)],[1],[0],[0],[2.69727539998712],['target'],144,0,144,0,377.794018,,5,377.7819403,377.794018,377.794018,0.0165202,380.4793362,[np.float64(-0.3851851851851852)],[np.float64(-0.3675925925925926)],[1],[0],[0],[2.69727539998712],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
145,0,145,[np.float64(-0.31203703703703706)],[np.float64(-0.10462962962962963)],[1],[0],[0],[1.8137038999702781],['target'],145,0,145,0,380.5043457,,5,380.4938352,380.5043457,380.5043457,0.0141083,382.3076067,[np.float64(-0.31203703703703706)],[np.float64(-0.10462962962962963)],[1],[0],[0],[1.8137038999702781],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
146,0,146,[np.float64(0.3453703703703704)],[np.float64(-0.20925925925925926)],[1],[0],[0],[2.826200000010431],['target'],146,0,146,0,382.3378413,,10,382.3276408,382.3378413,382.3378413,0.019883,385.1539419,[np.float64(0.3453703703703704)],[np.float64(-0.20925925925925926)],[1],[0],[0],[2.826200000010431],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
147,0,147,[np.float64(0.17777777777777778)],[np.float64(-0.23148148148148148)],[1],[0],[0],[1.4438569999765605],['target'],147,0,147,0,385.1862501,,10,385.17692,385.1862501,385.1862501,0.0227667,386.6208337,[np.float64(0.17777777777777778)],[np.float64(-0.23148148148148148)],[1],[0],[0],[1.4438569999765605],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
148,0,148,[np.float64(0.025)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.6053135999827646],['target'],148,0,148,0,386.6383886,,5,386.6309263,386.6383886,386.6383886,0.0099746,388.2363082,[np.float64(0.025)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.6053135999827646],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
149,0,149,[np.float64(0.4537037037037037)],[np.float64(0.22962962962962963)],[1],[0],[0],[2.104134199966211],['target'],149,0,149,0,388.2795677,,10,388.2643783,388.2795677,388.2795677,0.0279743,390.3686725,[np.float64(0.4537037037037037)],[np.float64(0.22962962962962963)],[1],[0],[0],[2.104134199966211],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
150,0,150,[np.float64(-0.41388888888888886)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.7928555000107735],['target'],150,0,150,0,390.402136,,5,390.3928597,390.402136,390.402136,0.0238587,392.1858466,[np.float64(-0.41388888888888886)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.7928555000107735],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
151,0,151,[np.float64(0.4361111111111111)],[np.float64(-0.27037037037037037)],[1],[0],[0],[3.2388197000254877],['target'],151,0,151,0,392.2245209,,10,392.2079805,392.2245209,392.2245209,0.0218418,395.4468748,[np.float64(0.4361111111111111)],[np.float64(-0.27037037037037037)],[1],[0],[0],[3.2388197000254877],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
152,0,152,[np.float64(-0.024074074074074074)],[np.float64(0.04722222222222222)],[1],[0],[0],[3.1667880000313744],['target'],152,0,152,0,395.4691256,,5,395.4608481,395.4691256,395.4691256,0.0137947,398.6277465,[np.float64(-0.024074074074074074)],[np.float64(0.04722222222222222)],[1],[0],[0],[3.1667880000313744],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
153,0,153,[np.float64(-0.10277777777777777)],[np.float64(-0.2175925925925926)],[1],[0],[0],[1.6661901000188664],['target'],153,0,153,0,398.6529796,,5,398.6437069,398.6529796,398.6529796,0.0157363,400.3099786,[np.float64(-0.10277777777777777)],[np.float64(-0.2175925925925926)],[1],[0],[0],[1.6661901000188664],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
154,0,154,[np.float64(0.40555555555555556)],[np.float64(-0.012962962962962963)],[1],[0],[0],[2.9578111000009812],['target'],154,0,154,0,400.349373,,10,400.3327876,400.349373,400.349373,0.0226823,403.2906855,[np.float64(0.40555555555555556)],[np.float64(-0.012962962962962963)],[1],[0],[0],[2.9578111000009812],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
155,0,155,[np.float64(-0.17685185185185184)],[np.float64(-0.4287037037037037)],[1],[0],[0],[2.236370300000999],['target'],155,0,155,0,403.3100962,,5,403.3045384,403.3100962,403.3100962,0.0136028,405.5410415,[np.float64(-0.17685185185185184)],[np.float64(-0.4287037037037037)],[1],[0],[0],[2.236370300000999],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
156,0,156,[np.float64(-0.31574074074074077)],[np.float64(0.17407407407407408)],[1],[0],[0],[5.685825399996247],['target'],156,0,156,0,405.5790145,,10,405.5694666,405.5790145,405.5790145,0.0281187,411.255397,[np.float64(-0.31574074074074077)],[np.float64(0.17407407407407408)],[1],[0],[0],[5.685825399996247],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
157,0,157,[np.float64(-0.2490740740740741)],[np.float64(-0.12962962962962962)],[1],[0],[0],[1.8472997000208125],['target'],157,0,157,0,411.2772203,,5,411.2721407,411.2772203,411.2772203,0.0164331,413.1195598,[np.float64(-0.2490740740740741)],[np.float64(-0.12962962962962962)],[1],[0],[0],[1.8472997000208125],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
158,0,158,[np.float64(-0.1398148148148148)],[np.float64(-0.337037037037037)],[1],[0],[0],[1.319810199958738],['target'],158,0,158,0,413.1519386,,10,413.14314,413.1519386,413.1519386,0.0233496,414.4630215,[np.float64(-0.1398148148148148)],[np.float64(-0.337037037037037)],[1],[0],[0],[1.319810199958738],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
159,0,159,[np.float64(-0.3351851851851852)],[np.float64(0.24351851851851852)],[1],[0],[0],[3.5310455999569967],['target'],159,0,159,0,414.4951735,,10,414.4804829,414.4951735,414.4951735,0.0172815,418.0116103,[np.float64(-0.3351851851851852)],[np.float64(0.24351851851851852)],[1],[0],[0],[3.5310455999569967],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
160,0,160,[np.float64(-0.2101851851851852)],[np.float64(-0.26296296296296295)],[1],[0],[0],[2.694552200031467],['target'],160,0,160,0,418.048152,,10,418.033667,418.048152,418.048152,0.0219433,420.7283594,[np.float64(-0.2101851851851852)],[np.float64(-0.26296296296296295)],[1],[0],[0],[2.694552200031467],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
161,0,161,[np.float64(0.22870370370370371)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.6963114999816753],['target'],161,0,161,0,420.7518316,,5,420.745898,420.7518316,420.7518316,0.0171775,422.4423238,[np.float64(0.22870370370370371)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.6963114999816753],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
162,0,162,[np.float64(0.024074074074074074)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.0607808000058867],['target'],162,0,162,0,422.4700642,,5,422.4608153,422.4700642,422.4700642,0.0183628,424.5216392,[np.float64(0.024074074074074074)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.0607808000058867],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
163,0,163,[np.float64(-0.05277777777777778)],[np.float64(-0.27685185185185185)],[1],[0],[0],[0.9997609999845736],['target'],163,0,163,0,424.5591402,,10,424.54105,424.5591402,424.5591402,0.0192206,425.5409318,[np.float64(-0.05277777777777778)],[np.float64(-0.27685185185185185)],[1],[0],[0],[0.9997609999845736],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
164,0,164,[np.float64(-0.044444444444444446)],[np.float64(0.3287037037037037)],[1],[0],[0],[1.8314969000057317],['target'],164,0,164,0,425.5658382,,5,425.5557671,425.5658382,425.5658382,0.0143005,427.38738,[np.float64(-0.044444444444444446)],[np.float64(0.3287037037037037)],[1],[0],[0],[1.8314969000057317],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
165,0,165,[np.float64(0.3388888888888889)],[np.float64(0.18981481481481483)],[1],[0],[0],[2.4136124000069685],['target'],165,0,165,0,427.4316761,,10,427.420483,427.4316761,427.4316761,0.0329083,429.8341873,[np.float64(0.3388888888888889)],[np.float64(0.18981481481481483)],[1],[0],[0],[2.4136124000069685],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
166,0,166,[np.float64(-0.12777777777777777)],[np.float64(0.10092592592592593)],[1],[0],[0],[1.6538356999517418],['target'],166,0,166,0,429.8523735,,5,429.8466979,429.8523735,429.8523735,0.0122346,431.500642,[np.float64(-0.12777777777777777)],[np.float64(0.10092592592592593)],[1],[0],[0],[1.6538356999517418],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
167,0,167,[np.float64(-0.08425925925925926)],[np.float64(-0.1388888888888889)],[1],[0],[0],[2.6249257999588735],['target'],167,0,167,0,431.5339521,,10,431.5242776,431.5339521,431.5339521,0.0234203,434.1493094,[np.float64(-0.08425925925925926)],[np.float64(-0.1388888888888889)],[1],[0],[0],[2.6249257999588735],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
168,0,168,[np.float64(-0.17314814814814813)],[np.float64(-0.425)],[1],[0],[0],[3.090817899967078],['target'],168,0,168,0,434.1829946,,10,434.1747325,434.1829946,434.1829946,0.0251829,437.2656955,[np.float64(-0.17314814814814813)],[np.float64(-0.425)],[1],[0],[0],[3.090817899967078],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
169,0,169,[np.float64(0.4527777777777778)],[np.float64(0.17314814814814813)],[1],[0],[0],[5.3876223000115715],['target'],169,0,169,0,437.2973303,,10,437.2880742,437.2973303,437.2973303,0.0218356,442.6758079,[np.float64(0.4527777777777778)],[np.float64(0.17314814814814813)],[1],[0],[0],[5.3876223000115715],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
170,0,170,[np.float64(-0.17314814814814813)],[np.float64(0.1814814814814815)],[1],[0],[0],[3.0493671000003815],['target'],170,0,170,0,442.6933426,,5,442.6881891,442.6933426,442.6933426,0.0121444,445.7376221,[np.float64(-0.17314814814814813)],[np.float64(0.1814814814814815)],[1],[0],[0],[3.0493671000003815],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
171,0,171,[np.float64(0.19444444444444445)],[np.float64(0.3861111111111111)],[1],[0],[0],[2.8884637000155635],['target'],171,0,171,0,445.7534023,,5,445.7483699,445.7534023,445.7534023,0.0106248,448.6369086,[np.float64(0.19444444444444445)],[np.float64(0.3861111111111111)],[1],[0],[0],[2.8884637000155635],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
172,0,172,[np.float64(0.3962962962962963)],[np.float64(-0.2712962962962963)],[1],[0],[0],[2.934076000005007],['target'],172,0,172,0,448.6566079,,5,448.651315,448.6566079,448.6566079,0.0141078,451.5855025,[np.float64(0.3962962962962963)],[np.float64(-0.2712962962962963)],[1],[0],[0],[2.934076000005007],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
173,0,173,[np.float64(0.32592592592592595)],[np.float64(0.30462962962962964)],[1],[0],[0],[1.9644078999990597],['target'],173,0,173,0,451.6065745,,5,451.6013971,451.6065745,451.6065745,0.0156844,453.5659331,[np.float64(0.32592592592592595)],[np.float64(0.30462962962962964)],[1],[0],[0],[1.9644078999990597],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
174,0,174,[np.float64(-0.337037037037037)],[np.float64(0.5)],[1],[0],[0],[4.364750000007916],['target'],174,0,174,0,453.5915526,,5,453.583452,453.5915526,453.5915526,0.0173313,457.9483861,[np.float64(-0.337037037037037)],[np.float64(0.5)],[1],[0],[0],[4.364750000007916],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
175,0,175,[np.float64(-0.3509259259259259)],[np.float64(-0.2351851851851852)],[1],[0],[0],[2.769529399985913],['target'],175,0,175,0,457.9912155,,10,457.9738837,457.9912155,457.9912155,0.0248671,460.7435048,[np.float64(-0.3509259259259259)],[np.float64(-0.2351851851851852)],[1],[0],[0],[2.769529399985913],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
176,0,176,[np.float64(-0.18055555555555555)],[np.float64(-0.22962962962962963)],[1],[0],[0],[1.8681511000031605],['target'],176,0,176,0,460.7932388,,10,460.7779617,460.7932388,460.7932388,0.0342949,462.6462312,[np.float64(-0.18055555555555555)],[np.float64(-0.22962962962962963)],[1],[0],[0],[1.8681511000031605],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
177,0,177,[np.float64(0.27685185185185185)],[np.float64(-0.4444444444444444)],[1],[0],[0],[3.1844380000256933],['target'],177,0,177,0,462.6878011,,10,462.6698177,462.6878011,462.6878011,0.0232957,465.8543279,[np.float64(0.27685185185185185)],[np.float64(-0.4444444444444444)],[1],[0],[0],[3.1844380000256933],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
178,0,178,[np.float64(-0.35185185185185186)],[np.float64(0.45740740740740743)],[1],[0],[0],[3.340072599996347],['target'],178,0,178,0,465.8733714,,5,465.8646793,465.8733714,465.8733714,0.010059,469.2049145,[np.float64(-0.35185185185185186)],[np.float64(0.45740740740740743)],[1],[0],[0],[3.340072599996347],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
179,0,179,[np.float64(0.15462962962962962)],[np.float64(-0.425)],[1],[0],[0],[2.774926799989771],['target'],179,0,179,0,469.2536005,,10,469.2436907,469.2536005,469.2536005,0.0384529,472.0187351,[np.float64(0.15462962962962962)],[np.float64(-0.425)],[1],[0],[0],[2.774926799989771],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
180,0,180,[np.float64(-0.07685185185185185)],[np.float64(0.37592592592592594)],[1],[0],[0],[2.7902840000460856],['target'],180,0,180,0,472.0573702,,5,472.0463905,472.0573702,472.0573702,0.0273956,474.8367703,[np.float64(-0.07685185185185185)],[np.float64(0.37592592592592594)],[1],[0],[0],[2.7902840000460856],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
181,0,181,[np.float64(-0.2916666666666667)],[np.float64(0.41759259259259257)],[1],[0],[0],[3.2258784000296146],['target'],181,0,181,0,474.86878,,10,474.8593138,474.86878,474.86878,0.0222923,478.0853085,[np.float64(-0.2916666666666667)],[np.float64(0.41759259259259257)],[1],[0],[0],[3.2258784000296146],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
182,0,182,[np.float64(0.075)],[np.float64(0.06018518518518518)],[1],[0],[0],[1.7841635999502614],['target'],182,0,182,0,478.1277848,,10,478.1103296,478.1277848,478.1277848,0.0247413,479.8945825,[np.float64(0.075)],[np.float64(0.06018518518518518)],[1],[0],[0],[1.7841635999502614],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
183,0,183,[np.float64(0.13240740740740742)],[np.float64(-0.03796296296296296)],[1],[0],[0],[1.6713641000096686],['target'],183,0,183,0,479.9358035,,10,479.9247745,479.9358035,479.9358035,0.0300194,481.5963098,[np.float64(0.13240740740740742)],[np.float64(-0.03796296296296296)],[1],[0],[0],[1.6713641000096686],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
184,0,184,[np.float64(0.18796296296296297)],[np.float64(0.35648148148148145)],[1],[0],[0],[2.1444203999708407],['target'],184,0,184,0,481.6230942,,5,481.6130109,481.6230942,481.6230942,0.0162188,483.7575015,[np.float64(0.18796296296296297)],[np.float64(0.35648148148148145)],[1],[0],[0],[2.1444203999708407],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
185,0,185,[np.float64(0.1287037037037037)],[np.float64(-0.05648148148148148)],[1],[0],[0],[2.257852200011257],['target'],185,0,185,0,483.7887232,,10,483.7808562,483.7887232,483.7887232,0.0232338,486.038827,[np.float64(0.1287037037037037)],[np.float64(-0.05648148148148148)],[1],[0],[0],[2.257852200011257],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
186,0,186,[np.float64(0.462037037037037)],[np.float64(-0.3296296296296296)],[1],[0],[0],[5.996149700018577],['target'],186,0,186,0,486.0853406,,10,486.0727375,486.0853406,486.0853406,0.0337037,492.0689459,[np.float64(0.462037037037037)],[np.float64(-0.3296296296296296)],[1],[0],[0],[5.996149700018577],['target'],ROS,1,2025-09-30_18h21.33.317,Visual search experiment,,2025.1.1,60.06695062,2025-09-30 18h22.05.523102 +0530
