delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,20,8,1,space,0.44307159999152645,None,5,1,[1.2455325000046287],[1.2455626000009943],1,8,20,8,153.99451780000527,,153.9788508000056,153.99451780000527,154.99355410000135,154.99355410000135,155.0100231999968,155.44411260000197,space,0.44307159999152645,None,155.44518989999779,156.15945466666406,156.4661793999985,156.4578046999959,156.458618699995,156.4661793999985,156.4661793999985,156.4661793999985,157.71239689999493,5,1,[1.2455325000046287],[1.2455626000009943],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,21,9,1,space,0.2822205000120448,None,2,1,[2.1124176000012085],[2.1124357000080636],1,9,21,9,157.72459670000535,,157.7129666999972,157.72459670000535,158.7240094000008,158.7240094000008,158.7240094000008,159.00839380000252,space,0.2822205000120448,None,159.00956849999784,159.12383796666498,159.4285888000013,159.42073939999682,159.4220120999962,159.4285888000013,159.4285888000013,159.4285888000013,161.54145649999555,2,1,[2.1124176000012085],[2.1124357000080636],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,22,10,1,space,0.5251011999935145,None,3,1,[2.185260999991442],[2.1852767999953358],1,10,22,10,161.5547058999946,,161.54182050000236,161.5547058999946,162.55389280000236,162.55389280000236,162.55389280000236,163.08802769999602,space,0.5251011999935145,None,163.08907849999378,163.5032055666709,163.81897009999375,163.80139140000392,163.8021405000036,163.81897009999375,163.81897009999375,163.81897009999375,166.00463229999878,3,1,[2.185260999991442],[2.1852767999953358],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,23,11,1,space,0.1801910000067437,None,6,1,[2.4112407000066014],[2.411255099999835],1,11,23,11,166.01784129999578,,166.00494539999636,166.01784129999578,167.01729020000494,167.01729020000494,167.01729020000494,167.20115229999647,space,0.1801910000067437,None,167.2021834000043,167.91624246666132,168.22382030000153,168.2116895999934,168.2127815999993,168.22382030000153,168.22382030000153,168.22382030000153,170.6354943000042,6,1,[2.4112407000066014],[2.411255099999835],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,24,0,2,space,0.23552550000022165,None,1,1,[1.3432385000051],[1.343255700005102],2,0,24,0,170.6474285000004,,170.63580730000103,170.6474285000004,171.64678290000302,171.64678290000302,171.64678290000302,171.89730719999352,space,0.23552550000022165,None,171.89832360000582,172.01280406666436,172.32058909999614,172.31187350000255,172.31257290000212,172.32058909999614,172.32058909999614,172.32058909999614,173.6643361000024,1,1,[1.3432385000051],[1.343255700005102],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,25,1,2,space,0.23735179999493994,None,2,1,[0.8110154999885708],[0.8110285000002477],2,1,25,1,173.6782463999989,,173.66469799999322,173.6782463999989,174.6772071000014,174.6772071000014,174.69369770000048,174.92785150000418,space,0.23735179999493994,None,174.92875599999388,175.34323916666133,175.6498159000039,175.64178479999828,175.64228489999368,175.6498159000039,175.6498159000039,175.6498159000039,176.46134890000394,2,1,[0.8110154999885708],[0.8110285000002477],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,26,2,2,space,0.39399369999591727,None,,1,[0.671186999999918],[0.6712007000023732],2,2,26,2,176.47582389999297,,176.46171360000153,176.47582389999297,177.4752515,177.4752515,177.4752515,177.87525329999335,space,0.39399369999591727,None,177.8760717999976,178.59068786666128,178.90537019999465,178.88979649999237,178.89330159999372,178.90537019999465,178.90537019999465,178.90537019999465,179.57695210000384,,1,[0.671186999999918],[0.6712007000023732],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,27,3,2,space,1.2953817999950843,None,3,1,[1.448884800003725],[1.4488924000033876],2,3,27,3,179.58972849999554,,179.57726309999998,179.58972849999554,180.58882950000407,180.58882950000407,180.58882950000407,181.88949119999597,space,1.2953817999950843,None,181.8906025000033,182.00472376666247,182.30985720000172,182.29982210000162,182.30117389999214,182.30985720000172,182.30985720000172,182.30985720000172,183.75900170000386,3,1,[1.448884800003725],[1.4488924000033876],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,28,4,2,space,0.21075520000886172,None,4,1,[1.366388199996436],[1.3664467000053264],2,4,28,4,183.7695992999943,,183.75925849999476,183.7695992999943,184.76894140000513,184.76894140000513,184.76894140000513,184.9861275000003,space,0.21075520000886172,None,184.9872183999978,185.38520686666405,185.6886053000053,185.6809748999949,185.6813942000008,185.6886053000053,185.6886053000053,185.6886053000053,187.05560809999588,4,1,[1.366388199996436],[1.3664467000053264],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,29,5,2,space,0.1767552999954205,None,2,1,[1.4960766999865882],[1.4960865999892121],2,5,29,5,187.0670664000063,,187.05610230000457,187.0670664000063,188.06637179999962,188.06637179999962,188.06637179999962,188.24977249999938,space,0.1767552999954205,None,188.25063330000557,188.94906096667208,189.25530770000478,189.24755030000233,189.2480729999952,189.25530770000478,189.25530770000478,189.25530770000478,190.7516586999991,2,1,[1.4960766999865882],[1.4960865999892121],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,30,6,2,space,0.24671789999410976,None,1,1,[2.115545499997097],[2.115554100004374],2,6,30,6,190.76401009999972,,190.75192830000015,190.76401009999972,191.76323880000564,191.76323880000564,191.76323880000564,192.0135306000011,space,0.24671789999410976,None,192.0139724000037,192.11344546666467,192.42912729999807,192.41295990000071,192.4132832000032,192.42912729999807,192.42912729999807,192.42912729999807,194.54491250000137,1,1,[2.115545499997097],[2.115554100004374],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,31,7,2,space,0.22220979999110568,None,2,1,[1.1964510000107111],[1.1964625000109663],2,7,31,7,194.56104709999636,,194.54510770000343,194.56104709999636,195.56032859999686,195.56032859999686,195.56032859999686,195.79405319999205,space,0.22220979999110568,None,195.79539650000515,196.19348126666253,196.49802689999342,196.48728180000035,196.4885215999966,196.49802689999342,196.49802689999342,196.49802689999342,197.69487209999352,2,1,[1.1964510000107111],[1.1964625000109663],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,32,8,2,space,0.21343920000072103,None,4,1,[1.1644039999955567],[1.1644134999951348],2,8,32,8,197.7084509999986,,197.69515949999914,197.7084509999986,198.70787679999194,198.70787679999194,198.7242855999939,198.92447840000386,space,0.21343920000072103,None,198.9255298000062,199.64005336666403,199.9580541000032,199.94314669999585,199.9437426999939,199.9580541000032,199.9580541000032,199.9580541000032,201.12276339999516,4,1,[1.1644039999955567],[1.1644134999951348],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,33,9,2,space,0.47161599999526516,None,2,1,[1.4668352000007872],[1.4668432000034954],2,9,33,9,201.13864449999528,,201.12298909999663,201.13864449999528,202.13812309999776,202.13812309999776,202.13812309999776,202.62146870000288,space,0.47161599999526516,None,202.62246749999758,202.72080996666435,203.03613079999923,203.02131440000085,203.02197400000296,203.03613079999923,203.03613079999923,203.03613079999923,204.5034228000004,2,1,[1.4668352000007872],[1.4668432000034954],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,34,10,2,space,0.6568291000003228,None,2,1,[1.488648300000932],[1.488659099995857],2,10,34,10,204.5195478999958,,204.50363740000466,204.5195478999958,205.5187705999997,205.5187705999997,205.5187705999997,206.18516799999634,space,0.6568291000003228,None,206.18580799999472,206.600841666663,206.91215889999876,206.90231819999462,206.9027611000056,206.91215889999876,206.91215889999876,206.91215889999876,208.4011188000004,2,1,[1.488648300000932],[1.488659099995857],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,35,11,2,space,0.28719649999402463,None,2,1,[1.3096641000011005],[1.3096800000057556],2,11,35,11,208.41602190000413,,208.40141229999426,208.41602190000413,209.4156401999935,209.4156401999935,209.4156401999935,209.71562000000267,space,0.28719649999402463,None,209.7167422999919,210.43121316667046,210.74035940000613,210.72855109999364,210.72916370000166,210.74035940000613,210.74035940000613,210.74035940000613,212.05043580000347,2,1,[1.3096641000011005],[1.3096800000057556],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,36,0,3,space,0.347274900006596,None,2,1,[1.394018999999389],[1.3940319000103045],3,0,36,0,212.06321740000567,,212.0507726999931,212.06321740000567,213.06233020000218,213.06233020000218,213.06233020000218,213.41233799999463,space,0.347274900006596,None,213.41302229999565,213.511648866672,213.81969370000297,213.81085290000192,213.81155689999287,213.81969370000297,213.81969370000297,213.81969370000297,215.2141405000002,2,1,[1.394018999999389],[1.3940319000103045],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,37,1,3,space,0.2877082000049995,None,5,1,[1.2919315000035567],[1.2919412000046577],3,1,37,1,215.226866099998,,215.2144518999994,215.226866099998,216.22659269999713,216.22659269999713,216.22659269999713,216.526998500005,space,0.2877082000049995,None,216.5275832000043,216.94269526667293,217.24972579999303,217.23729239999375,217.238062599994,217.24972579999303,217.24972579999303,217.24972579999303,218.5421997999947,5,1,[1.2919315000035567],[1.2919412000046577],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,38,2,3,space,0.25122510000073817,None,4,1,[0.9560702000017045],[0.9560837000026368],3,2,38,2,218.55819009999686,,218.5425028000027,218.55819009999686,219.5569933999941,219.5569933999941,219.573521600003,219.82431429999997,space,0.25122510000073817,None,219.82511639999575,220.53975826666672,220.84928530000616,220.84208149999904,220.84240419999696,220.84928530000616,220.84928530000616,220.84928530000616,221.8057015999948,4,1,[0.9560702000017045],[0.9560837000026368],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,39,3,3,space,0.27969039999879897,None,6,1,[1.872481099999277],[1.872499399993103],3,3,39,3,221.82178640000348,,221.80594150000252,221.82178640000348,222.82128580000426,222.82128580000426,222.82128580000426,223.105261100005,space,0.27969039999879897,None,223.10638529999414,223.22085346666088,223.5312791000033,223.51740509999217,223.518018200004,223.5312791000033,223.5312791000033,223.5312791000033,225.40438419999555,6,1,[1.872481099999277],[1.872499399993103],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,40,4,3,space,0.2641658000065945,None,2,1,[1.0908334999985527],[1.0908520999946631],3,4,40,4,225.41878520000319,,225.40490999999747,225.41878520000319,226.41789349999453,226.41789349999453,226.41789349999453,226.68494540000393,space,0.2641658000065945,None,226.68563579999318,227.08418206667218,227.39273530000355,227.38056979999237,227.3810877999931,227.39273530000355,227.39273530000355,227.39273530000355,228.483911599993,2,1,[1.0908334999985527],[1.0908520999946631],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,41,5,3,space,0.5606068000051891,None,7,1,[2.6885089999996126],[2.6885207999876],3,5,41,5,228.49975420000555,,228.4841607999988,228.49975420000555,229.49881770000502,229.49881770000502,229.49881770000502,230.06595269999525,space,0.5606068000051891,None,230.06734649999999,230.7810009666612,231.09034460000112,231.07672589999856,231.07729539999855,231.09034460000112,231.09034460000112,231.09034460000112,233.7791916999995,7,1,[2.6885089999996126],[2.6885207999876],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,42,6,3,space,0.4969589999964228,None,2,1,[1.6270332999993116],[1.6270427999988897],3,6,42,6,233.79496309999377,,233.77948179999657,233.79496309999377,234.79462509999576,234.79462509999576,234.79462509999576,235.2946532999922,space,0.4969589999964228,None,235.29560280000442,235.39380646666203,235.7011918000062,235.69131199999538,235.6918783000001,235.7011918000062,235.7011918000062,235.7011918000062,237.32866040000226,2,1,[1.6270332999993116],[1.6270427999988897],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,43,7,3,space,0.2686909000040032,None,4,1,[1.6778116999921622],[1.6778254999953788],3,7,43,7,237.34246669999266,,237.32893909999984,237.34246669999266,238.34146729999338,238.34146729999338,238.35840139999345,238.62581879999198,space,0.2686909000040032,None,238.6272417,239.04106996667204,239.34646250000515,239.33719059999567,239.33760499999335,239.34646250000515,239.34646250000515,239.34646250000515,241.0246388999949,4,1,[1.6778116999921622],[1.6778254999953788],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,44,8,3,space,0.816080000004149,None,8,1,[1.599163699997007],[1.5991765999933705],3,8,44,8,241.03908099999535,,241.0249419000029,241.03908099999535,242.0384830999974,242.0384830999974,242.0384830999974,242.8721319000033,space,0.816080000004149,None,242.8731609999959,243.58718256667296,243.88834150000184,243.88083680000273,243.88117280000006,243.88834150000184,243.88834150000184,243.88834150000184,245.48787480000465,8,1,[1.599163699997007],[1.5991765999933705],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,45,9,3,space,0.36795559999882244,None,3,1,[1.4645244999992428],[1.464542600006098],3,9,45,9,245.5023050000018,,245.4880775999918,245.5023050000018,246.50152140000137,246.50152140000137,246.50152140000137,246.8854943000042,space,0.36795559999882244,None,246.88696020000498,247.00089966666226,247.30547279999882,247.29824910000025,247.29854410000553,247.30547279999882,247.30547279999882,247.30547279999882,248.77037139999447,3,1,[1.4645244999992428],[1.464542600006098],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,46,10,3,space,0.2883935999998357,None,2,1,[1.8437762000103248],[1.8437988000077894],3,10,46,10,248.78310030000284,,248.77067749999696,248.78310030000284,249.78252039999643,249.78252039999643,249.79886439999973,250.08271190000232,space,0.2883935999998357,None,250.08373929999652,250.48184096666617,250.78820159999304,250.78105320000031,250.78152570000384,250.78820159999304,250.78820159999304,250.78820159999304,252.63244220000342,2,1,[1.8437762000103248],[1.8437988000077894],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,47,11,3,space,0.7527637000021059,None,4,1,[1.4746497000014642],[1.4746664999984205],3,11,47,11,252.64657100000477,,252.6327672000043,252.64657100000477,253.64564719999908,253.64564719999908,253.64564719999908,254.41252800000075,space,0.7527637000021059,None,254.41391619999195,255.12789066665962,255.43773380000493,255.42726630000107,255.4278040000063,255.43773380000493,255.43773380000493,255.43773380000493,256.91278470000543,4,1,[1.4746497000014642],[1.4746664999984205],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,48,0,4,space,0.37624589999904856,None,3,1,[1.2388577999954578],[1.238888499996392],4,0,48,0,256.92682399999467,,256.91318400000455,256.92682399999467,257.92567870000494,257.92567870000494,257.94225160000497,258.30914969999867,space,0.37624589999904856,None,258.30982680000307,258.4083487666687,258.7224683999957,258.70858520000183,258.70915409999725,258.7224683999957,258.7224683999957,258.7224683999957,259.9618910999998,3,1,[1.2388577999954578],[1.238888499996392],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,49,1,4,space,0.28014399998937733,None,2,1,[1.2051714999979595],[1.205180000004475],4,1,49,1,259.9739307999989,,259.96245560000534,259.9739307999989,260.9728863000055,260.9728863000055,260.9894226000033,261.2567459999991,space,0.28014399998937733,None,261.2576807000005,261.655838766663,261.96679120000044,261.9509529999923,261.951558700006,261.96679120000044,261.96679120000044,261.96679120000044,263.172210299992,2,1,[1.2051714999979595],[1.205180000004475],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,50,2,4,space,0.5923586999997497,None,5,1,[1.7380861999990884],[1.7380994999984978],4,2,50,2,263.1880106000026,,263.17242129999795,263.1880106000026,264.1867534000048,264.1867534000048,264.2036023999972,264.7874282999983,space,0.5923586999997497,None,264.78851959999884,265.50226216666147,265.8137407000031,265.7997388999938,265.8003764000023,265.8137407000031,265.8137407000031,265.8137407000031,267.552179899998,5,1,[1.7380861999990884],[1.7380994999984978],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,51,3,4,space,0.3662499999918509,None,2,1,[1.3068576000077883],[1.306872500004829],4,3,51,3,267.5678518999921,,267.5525941999949,267.5678518999921,268.56704609999724,268.56704609999724,268.56704609999724,268.95087200000125,space,0.3662499999918509,None,268.95189050000045,269.0661201666701,269.37875489999715,269.3692791999929,269.3699579999957,269.37875489999715,269.37875489999715,269.37875489999715,270.68603719999373,2,1,[1.3068576000077883],[1.306872500004829],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,52,4,4,space,0.6897266000014497,None,8,1,[0.9186077999911504],[0.9186245999881066],4,4,52,4,270.69798759999685,,270.68648530000064,270.69798759999685,271.69755389999773,271.69755389999773,271.69755389999773,272.39754130000074,space,0.6897266000014497,None,272.3983283999987,272.796761166672,273.11221570000635,273.0980428000039,273.09862079999584,273.11221570000635,273.11221570000635,273.11221570000635,274.03122609999264,8,1,[0.9186077999911504],[0.9186245999881066],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,53,5,4,space,0.4609119999950053,None,8,1,[1.187574700001278],[1.1875878999999259],4,5,53,5,274.0454386000056,,274.03159260000393,274.0454386000056,275.0447300999949,275.0447300999949,275.0447300999949,275.51140869999654,space,0.4609119999950053,None,275.51242620000266,276.21057276666784,276.5241328999982,276.5121887999994,276.51289529999485,276.5241328999982,276.5241328999982,276.5241328999982,277.71210289999726,8,1,[1.187574700001278],[1.1875878999999259],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,54,6,4,space,0.28278350000618957,None,4,1,[1.3987439000047743],[1.3987548000004608],4,6,54,6,277.72570909999195,,277.71240150000085,277.72570909999195,278.7252787000034,278.7252787000034,278.7252787000034,279.02571180000086,space,0.28278350000618957,None,279.02639230000204,279.1249184666706,279.4419868999976,279.42813909999677,279.42859759999556,279.4419868999976,279.4419868999976,279.4419868999976,280.8410750000039,4,1,[1.3987439000047743],[1.3987548000004608],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
