thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
74,0,74,[np.float64(-0.24814814814814815)],[np.float64(0.07407407407407407)],[1],[0],[0],[1.9714372999733314],['target'],74,0,74,0,164.1200356000336,,10,164.1108360000071,164.1200356000336,164.1200356000336,0.04012530000181869,166.08233870001277,[np.float64(-0.24814814814814815)],[np.float64(0.07407407407407407)],[1],[0],[0],[1.9714372999733314],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
75,0,75,[np.float64(0.2722222222222222)],[np.float64(0.42685185185185187)],[1],[0],[0],[3.832184700004291],['target'],75,0,75,0,166.11188690003473,,10,166.10170679999283,166.11188690003473,166.11188690003473,0.019223699986469,169.93399510002928,[np.float64(0.2722222222222222)],[np.float64(0.42685185185185187)],[1],[0],[0],[3.832184700004291],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
76,0,76,[np.float64(0.011111111111111112)],[np.float64(-0.13333333333333333)],[1],[0],[0],[2.1914819999947213],['target'],76,0,76,0,169.97417220001807,,10,169.9539677000139,169.97417220001807,169.97417220001807,0.01973469997756183,172.14555100002326,[np.float64(0.011111111111111112)],[np.float64(-0.13333333333333333)],[1],[0],[0],[2.1914819999947213],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
77,0,77,[np.float64(0.4638888888888889)],[np.float64(0.20092592592592592)],[1],[0],[0],[2.169402799976524],['target'],77,0,77,0,172.1664674000349,,5,172.15793540002778,172.1664674000349,172.1664674000349,0.012160699989181012,174.32743820000906,[np.float64(0.4638888888888889)],[np.float64(0.20092592592592592)],[1],[0],[0],[2.169402799976524],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
78,0,78,[np.float64(0.22777777777777777)],[np.float64(0.05925925925925926)],[1],[0],[0],[1.9412939000176266],['target'],78,0,78,0,174.36712990002707,,10,174.35248060000595,174.36712990002707,174.36712990002707,0.02488640003139153,176.29387340001995,[np.float64(0.22777777777777777)],[np.float64(0.05925925925925926)],[1],[0],[0],[1.9412939000176266],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
79,0,79,[np.float64(-0.33055555555555555)],[np.float64(-0.39351851851851855)],[1],[0],[0],[2.33284609997645],['target'],79,0,79,0,176.3124383999966,,5,176.306439100008,176.3124383999966,176.3124383999966,0.012336299987509847,178.63936309999553,[np.float64(-0.33055555555555555)],[np.float64(-0.39351851851851855)],[1],[0],[0],[2.33284609997645],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
80,0,80,[np.float64(-0.4305555555555556)],[np.float64(0.46944444444444444)],[1],[0],[0],[2.1310701000038534],['target'],80,0,80,0,178.6663145000348,,5,178.6597920000204,178.6663145000348,178.6663145000348,0.020302099990658462,180.79104270000244,[np.float64(-0.4305555555555556)],[np.float64(0.46944444444444444)],[1],[0],[0],[2.1310701000038534],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
81,0,81,[np.float64(-0.37037037037037035)],[np.float64(-0.025)],[1],[0],[0],[1.5592078000190668],['target'],81,0,81,0,180.8165663999971,,5,180.8105376000167,180.8165663999971,180.8165663999971,0.019098900025710464,182.3698691999889,[np.float64(-0.37037037037037035)],[np.float64(-0.025)],[1],[0],[0],[1.5592078000190668],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
82,0,82,[np.float64(0.43703703703703706)],[np.float64(0.14814814814814814)],[1],[0],[0],[1.4535388000076637],['target'],82,0,82,0,182.39073879999341,,5,182.38227740000002,182.39073879999341,182.39073879999341,0.01227949996246025,183.83595109998714,[np.float64(0.43703703703703706)],[np.float64(0.14814814814814814)],[1],[0],[0],[1.4535388000076637],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
83,0,83,[np.float64(-0.2361111111111111)],[np.float64(0.06018518518518518)],[1],[0],[0],[1.8909501999733038],['target'],83,0,83,0,183.87253890000284,,10,183.86184640001738,183.87253890000284,183.87253890000284,0.025697699980810285,185.7529582999996,[np.float64(-0.2361111111111111)],[np.float64(0.06018518518518518)],[1],[0],[0],[1.8909501999733038],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
84,0,84,[np.float64(0.2796296296296296)],[np.float64(0.40925925925925927)],[1],[0],[0],[2.37785700004315],['target'],84,0,84,0,185.78468320000684,,10,185.77498789998936,185.78468320000684,185.78468320000684,0.021697099960874766,188.15298369998345,[np.float64(0.2796296296296296)],[np.float64(0.40925925925925927)],[1],[0],[0],[2.37785700004315],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
85,0,85,[np.float64(0.4203703703703704)],[np.float64(0.4981481481481482)],[1],[0],[0],[3.4268096999730915],['target'],85,0,85,0,188.17840510001406,,5,188.16882120002992,188.17840510001406,188.17840510001406,0.015600499988067895,191.59577800001716,[np.float64(0.4203703703703704)],[np.float64(0.4981481481481482)],[1],[0],[0],[3.4268096999730915],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
86,0,86,[np.float64(0.21666666666666667)],[np.float64(0.37407407407407406)],[1],[0],[0],[1.081099400005769],['target'],86,0,86,0,191.6465462000342,,10,191.63285330001963,191.6465462000342,191.6465462000342,0.036820199980866164,192.71406349999597,[np.float64(0.21666666666666667)],[np.float64(0.37407407407407406)],[1],[0],[0],[1.081099400005769],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
87,0,87,[np.float64(-0.3351851851851852)],[np.float64(-0.08148148148148149)],[1],[0],[0],[1.5121628000051714],['target'],87,0,87,0,192.75861780002015,,5,192.74771329999203,192.75861780002015,192.75861780002015,0.03335549996700138,194.25996060000034,[np.float64(-0.3351851851851852)],[np.float64(-0.08148148148148149)],[1],[0],[0],[1.5121628000051714],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
88,0,88,[np.float64(-0.3425925925925926)],[np.float64(0.06296296296296296)],[1],[0],[0],[1.246848599985242],['target'],88,0,88,0,194.2943449000013,,10,194.27792750002118,194.2943449000013,194.2943449000013,0.017809699987992644,195.52484410000034,[np.float64(-0.3425925925925926)],[np.float64(0.06296296296296296)],[1],[0],[0],[1.246848599985242],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
89,0,89,[np.float64(-0.07222222222222222)],[np.float64(0.45)],[1],[0],[0],[2.7230100999586284],['target'],89,0,89,0,195.54133009997895,,5,195.5338199000107,195.54133009997895,195.54133009997895,0.008856599975842983,198.25691769999685,[np.float64(-0.07222222222222222)],[np.float64(0.45)],[1],[0],[0],[2.7230100999586284],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
90,0,90,[np.float64(-0.1648148148148148)],[np.float64(0.03425925925925926)],[1],[0],[0],[2.366957399994135],['target'],90,0,90,0,198.27984480001032,,5,198.27059820003342,198.27984480001032,198.27984480001032,0.013533300021663308,200.63768360001268,[np.float64(-0.1648148148148148)],[np.float64(0.03425925925925926)],[1],[0],[0],[2.366957399994135],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
91,0,91,[np.float64(0.44907407407407407)],[np.float64(0.31851851851851853)],[1],[0],[0],[3.605940700042993],['target'],91,0,91,0,200.65525190002518,,5,200.64969510002993,200.65525190002518,200.65525190002518,0.011806100024841726,204.2557225000346,[np.float64(0.44907407407407407)],[np.float64(0.31851851851851853)],[1],[0],[0],[3.605940700042993],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
92,0,92,[np.float64(0.4583333333333333)],[np.float64(-0.05277777777777778)],[1],[0],[0],[1.655950699991081],['target'],92,0,92,0,204.2962411000044,,10,204.27907530002994,204.2962411000044,204.2962411000044,0.023199199989903718,205.93510800000513,[np.float64(0.4583333333333333)],[np.float64(-0.05277777777777778)],[1],[0],[0],[1.655950699991081],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
93,0,93,[np.float64(-0.2222222222222222)],[np.float64(-0.32407407407407407)],[1],[0],[0],[2.5679499999969266],['target'],93,0,93,0,205.9770983000053,,10,205.96282900002552,205.9770983000053,205.9770983000053,0.02750450000166893,208.53085139999166,[np.float64(-0.2222222222222222)],[np.float64(-0.32407407407407407)],[1],[0],[0],[2.5679499999969266],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
94,0,94,[np.float64(0.30277777777777776)],[np.float64(-0.3814814814814815)],[1],[0],[0],[2.4140145999845117],['target'],94,0,94,0,208.5619220000226,,10,208.55086279998068,208.5619220000226,208.5619220000226,0.019849699980113655,210.96496980002848,[np.float64(0.30277777777777776)],[np.float64(-0.3814814814814815)],[1],[0],[0],[2.4140145999845117],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
95,0,95,[np.float64(-0.09074074074074075)],[np.float64(-0.13148148148148148)],[1],[0],[0],[3.2635274999774992],['target'],95,0,95,0,211.0145104000112,,10,210.99905250000302,211.0145104000112,211.0145104000112,0.033897100016474724,214.26269400003366,[np.float64(-0.09074074074074075)],[np.float64(-0.13148148148148148)],[1],[0],[0],[3.2635274999774992],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
96,0,96,[np.float64(0.31296296296296294)],[np.float64(-0.05925925925925926)],[1],[0],[0],[1.5647620999952778],['target'],96,0,96,0,214.28878990001976,,5,214.27923200000077,214.28878990001976,214.28878990001976,0.01625629997579381,215.84407799999462,[np.float64(0.31296296296296294)],[np.float64(-0.05925925925925926)],[1],[0],[0],[1.5647620999952778],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
97,0,97,[np.float64(-0.17685185185185184)],[np.float64(-0.325)],[1],[0],[0],[1.6038976999698207],[None],97,0,97,0,215.86862770002335,,5,215.85826910001924,215.86862770002335,215.86862770002335,0.014044000010471791,217.46225540002342,[np.float64(-0.17685185185185184)],[np.float64(-0.325)],[1],[0],[0],[1.6038976999698207],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
98,0,98,[np.float64(-0.16574074074074074)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.9768095000181347],[None],98,0,98,0,217.48984739999287,,5,217.47867829998722,217.48984739999287,217.48984739999287,0.01628729997901246,219.45553750003455,[np.float64(-0.16574074074074074)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.9768095000181347],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
99,0,99,[np.float64(0.06481481481481481)],[np.float64(-0.23055555555555557)],[1],[0],[0],[1.3228395999758504],['target'],99,0,99,0,219.47454870003276,,5,219.46668610000052,219.47454870003276,219.47454870003276,0.011066899984143674,220.78960389998974,[np.float64(0.06481481481481481)],[np.float64(-0.23055555555555557)],[1],[0],[0],[1.3228395999758504],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
100,0,100,[np.float64(0.33055555555555555)],[np.float64(-0.30648148148148147)],[1],[0],[0],[1.3189586999942549],['target'],100,0,100,0,220.81024969997816,,5,220.80328320001718,220.81024969997816,220.81024969997816,0.013560799998231232,222.1223429000238,[np.float64(0.33055555555555555)],[np.float64(-0.30648148148148147)],[1],[0],[0],[1.3189586999942549],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
101,0,101,[np.float64(-0.21944444444444444)],[np.float64(-0.18703703703703703)],[1],[0],[0],[1.5777353000012226],['target'],101,0,101,0,222.15155190002406,,5,222.1430704999948,222.15155190002406,222.15155190002406,0.02058529999339953,223.72088600002462,[np.float64(-0.21944444444444444)],[np.float64(-0.18703703703703703)],[1],[0],[0],[1.5777353000012226],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
102,0,102,[np.float64(0.11481481481481481)],[np.float64(-0.1675925925925926)],[1],[0],[0],[1.1828543999581598],[None],102,0,102,0,223.74485050002113,,5,223.7362583000213,223.74485050002113,223.74485050002113,0.015222900023218244,224.91921209997963,[np.float64(0.11481481481481481)],[np.float64(-0.1675925925925926)],[1],[0],[0],[1.1828543999581598],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
103,0,103,[np.float64(-0.41574074074074074)],[np.float64(0.3611111111111111)],[1],[0],[0],[2.4372992000426166],[None],103,0,103,0,224.96025509998435,,10,224.94662639999297,224.96025509998435,224.96025509998435,0.027241299976594746,227.3840406999807,[np.float64(-0.41574074074074074)],[np.float64(0.3611111111111111)],[1],[0],[0],[2.4372992000426166],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
104,0,104,[np.float64(-0.2722222222222222)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.9924404000048526],['target'],104,0,104,0,227.43073060002644,,10,227.40851209999528,227.43073060002644,227.43073060002644,0.024265500018373132,229.40106220002053,[np.float64(-0.2722222222222222)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.9924404000048526],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
105,0,105,[np.float64(-0.21203703703703702)],[np.float64(-0.47685185185185186)],[1],[0],[0],[1.4680360999773256],['target'],105,0,105,0,229.42216409998946,,5,229.4136407999904,229.42216409998946,229.42216409998946,0.012250900035724044,230.88176339998608,[np.float64(-0.21203703703703702)],[np.float64(-0.47685185185185186)],[1],[0],[0],[1.4680360999773256],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
106,0,106,[np.float64(0.3138888888888889)],[np.float64(0.1962962962962963)],[1],[0],[0],[1.635173599992413],['target'],106,0,106,0,230.90448090003338,,5,230.89400040003238,230.90448090003338,230.90448090003338,0.012080900021828711,232.52927070000442,[np.float64(0.3138888888888889)],[np.float64(0.1962962962962963)],[1],[0],[0],[1.635173599992413],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
107,0,107,[np.float64(0.45185185185185184)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.1603845999925397],['target'],107,0,107,0,232.5653522000066,,5,232.55416749999858,232.5653522000066,232.5653522000066,0.0246657999814488,233.71462859999156,[np.float64(0.45185185185185184)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.1603845999925397],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
108,0,108,[np.float64(-0.44722222222222224)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.5491636999649927],['target'],108,0,108,0,233.73621370003093,,5,233.72892919997685,233.73621370003093,233.73621370003093,0.014170699985697865,235.27828999998746,[np.float64(-0.44722222222222224)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.5491636999649927],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
109,0,109,[np.float64(-0.36018518518518516)],[np.float64(-0.06944444444444445)],[1],[0],[0],[1.3600006000488065],['target'],109,0,109,0,235.30552900000475,,5,235.29910750000272,235.30552900000475,235.30552900000475,0.02038230001926422,236.65917940001236,[np.float64(-0.36018518518518516)],[np.float64(-0.06944444444444445)],[1],[0],[0],[1.3600006000488065],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
110,0,110,[np.float64(-0.37407407407407406)],[np.float64(-0.46296296296296297)],[1],[0],[0],[1.8427181000006385],['target'],110,0,110,0,236.69189560000086,,10,236.67976289999206,236.69189560000086,236.69189560000086,0.020457200007513165,238.52252410002984,[np.float64(-0.37407407407407406)],[np.float64(-0.46296296296296297)],[1],[0],[0],[1.8427181000006385],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
111,0,111,[np.float64(0.014814814814814815)],[np.float64(-0.40555555555555556)],[1],[0],[0],[2.000272399978712],['target'],111,0,111,0,238.5464256000123,,10,238.53897230001166,238.5464256000123,238.5464256000123,0.016355899977497756,240.5393674999941,[np.float64(0.014814814814814815)],[np.float64(-0.40555555555555556)],[1],[0],[0],[2.000272399978712],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
112,0,112,[np.float64(-0.39537037037037037)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.183470899995882],['target'],112,0,112,0,240.56242440000642,,5,240.55478509998647,240.56242440000642,240.56242440000642,0.01518799999030307,241.7383479999844,[np.float64(-0.39537037037037037)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.183470899995882],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
113,0,113,[np.float64(0.13796296296296295)],[np.float64(-0.17592592592592593)],[1],[0],[0],[1.3398990000132471],['target'],113,0,113,0,241.7737299000146,,10,241.76337450003484,241.7737299000146,241.7737299000146,0.024845800013281405,243.10339770000428,[np.float64(0.13796296296296295)],[np.float64(-0.17592592592592593)],[1],[0],[0],[1.3398990000132471],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
114,0,114,[np.float64(-0.24259259259259258)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.5463418000144884],['target'],114,0,114,0,243.13198990002275,,5,243.12275869998848,243.13198990002275,243.13198990002275,0.019168199971318245,244.6691646000254,[np.float64(-0.24259259259259258)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.5463418000144884],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
115,0,115,[np.float64(0.08703703703703704)],[np.float64(-0.32222222222222224)],[1],[0],[0],[1.9348945999518037],['target'],115,0,115,0,244.68780230003176,,5,244.68150060001062,244.68780230003176,244.68780230003176,0.012210699962452054,246.61651010002242,[np.float64(0.08703703703703704)],[np.float64(-0.32222222222222224)],[1],[0],[0],[1.9348945999518037],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
116,0,116,[np.float64(-0.11018518518518519)],[np.float64(-0.18425925925925926)],[1],[0],[0],[2.1113980999798514],['target'],116,0,116,0,246.6541780999978,,10,246.63786730001448,246.6541780999978,246.6541780999978,0.02119860000675544,248.7493647999945,[np.float64(-0.11018518518518519)],[np.float64(-0.18425925925925926)],[1],[0],[0],[2.1113980999798514],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
117,0,117,[np.float64(-0.07777777777777778)],[np.float64(0.4740740740740741)],[1],[0],[0],[2.6637741000158712],['target'],117,0,117,0,248.7721258000238,,5,248.76651879999554,248.7721258000238,248.7721258000238,0.01687980000860989,251.43036240001675,[np.float64(-0.07777777777777778)],[np.float64(0.4740740740740741)],[1],[0],[0],[2.6637741000158712],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
118,0,118,[np.float64(-0.016666666666666666)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.9017920999904163],['target'],118,0,118,0,251.45114429999376,,5,251.44492149999132,251.45114429999376,251.45114429999376,0.014452099974732846,253.3468823999865,[np.float64(-0.016666666666666666)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.9017920999904163],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
119,0,119,[np.float64(0.05)],[np.float64(0.037037037037037035)],[1],[0],[0],[2.040244999981951],['target'],119,0,119,0,253.38008650002303,,5,253.37217039999086,253.38008650002303,253.38008650002303,0.024998600012622774,255.4125385999796,[np.float64(0.05)],[np.float64(0.037037037037037035)],[1],[0],[0],[2.040244999981951],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
120,0,120,[np.float64(0.38796296296296295)],[np.float64(-0.046296296296296294)],[1],[0],[0],[1.799466399999801],['target'],120,0,120,0,255.44931749999523,,5,255.44111630000407,255.44931749999523,255.44931749999523,0.028287299966905266,257.24069820001023,[np.float64(0.38796296296296295)],[np.float64(-0.046296296296296294)],[1],[0],[0],[1.799466399999801],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
121,0,121,[np.float64(0.45740740740740743)],[np.float64(0.4064814814814815)],[1],[0],[0],[4.995181600039359],['target'],121,0,121,0,257.26604560000123,,10,257.2589863000321,257.26604560000123,257.26604560000123,0.01814400003058836,262.25435220001964,[np.float64(0.45740740740740743)],[np.float64(0.4064814814814815)],[1],[0],[0],[4.995181600039359],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
122,0,122,[np.float64(0.17314814814814813)],[np.float64(-0.24074074074074073)],[1],[0],[0],[3.3125777000095695],['target'],122,0,122,0,262.29010350001045,,10,262.2772880999837,262.29010350001045,262.29010350001045,0.022767200018279254,265.58999080001377,[np.float64(0.17314814814814813)],[np.float64(-0.24074074074074073)],[1],[0],[0],[3.3125777000095695],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
123,0,123,[np.float64(-0.25277777777777777)],[np.float64(0.14166666666666666)],[1],[0],[0],[2.2522066999808885],['target'],123,0,123,0,265.63146539998706,,10,265.61591699998826,265.63146539998706,265.63146539998706,0.0256465999991633,267.86821089999285,[np.float64(-0.25277777777777777)],[np.float64(0.14166666666666666)],[1],[0],[0],[2.2522066999808885],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
124,0,124,[np.float64(0.10092592592592593)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.1853175000287592],['target'],124,0,124,0,267.8893885000143,,5,267.880287899985,267.8893885000143,267.8893885000143,0.01187200000276789,270.06568170001265,[np.float64(0.10092592592592593)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.1853175000287592],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
125,0,125,[np.float64(-0.03425925925925926)],[np.float64(0.14537037037037037)],[1],[0],[0],[2.0802408999879844],['target'],125,0,125,0,270.0921756000025,,5,270.08491330000106,270.0921756000025,270.0921756000025,0.019060100021306425,272.16528070002096,[np.float64(-0.03425925925925926)],[np.float64(0.14537037037037037)],[1],[0],[0],[2.0802408999879844],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
126,0,126,[np.float64(-0.03148148148148148)],[np.float64(0.3111111111111111)],[1],[0],[0],[1.6878279000520706],['target'],126,0,126,0,272.2060799000319,,10,272.1904644999886,272.2060799000319,272.2060799000319,0.024923999968450516,273.87837599997874,[np.float64(-0.03148148148148148)],[np.float64(0.3111111111111111)],[1],[0],[0],[1.6878279000520706],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
127,0,127,[np.float64(-0.43148148148148147)],[np.float64(-0.05092592592592592)],[1],[0],[0],[2.2602143000112846],['target'],127,0,127,0,273.91531150002265,,10,273.9014286000165,273.91531150002265,273.91531150002265,0.022879500000271946,276.1617445999873,[np.float64(-0.43148148148148147)],[np.float64(-0.05092592592592592)],[1],[0],[0],[2.2602143000112846],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
128,0,128,[np.float64(0.1527777777777778)],[np.float64(-0.2175925925925926)],[1],[0],[0],[2.5630284000071697],['target'],128,0,128,0,276.18461789999856,,5,276.1774072999833,276.18461789999856,276.18461789999856,0.015430399973411113,278.74049659998855,[np.float64(0.1527777777777778)],[np.float64(-0.2175925925925926)],[1],[0],[0],[2.5630284000071697],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
129,0,129,[np.float64(-0.002777777777777778)],[np.float64(-0.09814814814814815)],[1],[0],[0],[1.7397166999871843],['target'],129,0,129,0,278.777505200007,,10,278.76626060000854,278.777505200007,278.777505200007,0.025647700007539243,280.5061864000163,[np.float64(-0.002777777777777778)],[np.float64(-0.09814814814814815)],[1],[0],[0],[1.7397166999871843],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
