thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
130,0,130,[np.float64(0.04259259259259259)],[np.float64(-0.32222222222222224)],[1],[0],[0],[1.708254199998919],['target'],130,0,130,0,280.5476180000114,,10,280.53188299998874,280.5476180000114,280.5476180000114,0.02550300001166761,282.2402813999797,[np.float64(0.04259259259259259)],[np.float64(-0.32222222222222224)],[1],[0],[0],[1.708254199998919],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
131,0,131,[np.float64(-0.43148148148148147)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.6682379000121728],['target'],131,0,131,0,282.26393750001444,,5,282.25620439997874,282.26393750001444,282.26393750001444,0.015584599983412772,283.9245694000274,[np.float64(-0.43148148148148147)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.6682379000121728],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
132,0,132,[np.float64(-0.012962962962962963)],[np.float64(-0.3287037037037037)],[1],[0],[0],[2.9296081999782473],['target'],132,0,132,0,283.94441679999,,5,283.93901550001465,283.94441679999,283.94441679999,0.014193899987731129,286.86876219999976,[np.float64(-0.012962962962962963)],[np.float64(-0.3287037037037037)],[1],[0],[0],[2.9296081999782473],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
133,0,133,[np.float64(0.2814814814814815)],[np.float64(0.4398148148148148)],[1],[0],[0],[2.68011660000775],['target'],133,0,133,0,286.92986360000214,,10,286.91831889998866,286.92986360000214,286.92986360000214,0.04921320005087182,289.598519399995,[np.float64(0.2814814814814815)],[np.float64(0.4398148148148148)],[1],[0],[0],[2.68011660000775],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
134,0,134,[np.float64(-0.11574074074074074)],[np.float64(0.014814814814814815)],[1],[0],[0],[2.1929508000030182],['target'],134,0,134,0,289.63332700001774,,10,289.6217605000129,289.63332700001774,289.63332700001774,0.022996799962129444,291.81482369999867,[np.float64(-0.11574074074074074)],[np.float64(0.014814814814814815)],[1],[0],[0],[2.1929508000030182],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
135,0,135,[np.float64(0.4888888888888889)],[np.float64(0.000925925925925926)],[1],[0],[0],[1.6564384999801405],['target'],135,0,135,0,291.85152800002834,,10,291.8389292000211,291.85152800002834,291.85152800002834,0.023879799991846085,293.49549180001486,[np.float64(0.4888888888888889)],[np.float64(0.000925925925925926)],[1],[0],[0],[1.6564384999801405],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
136,0,136,[np.float64(0.18703703703703703)],[np.float64(-0.22037037037037038)],[1],[0],[0],[1.9656474000075832],['target'],136,0,136,0,293.5192623999901,,5,293.5107584000216,293.5192623999901,293.5192623999901,0.015115600021090358,295.47650260000955,[np.float64(0.18703703703703703)],[np.float64(-0.22037037037037038)],[1],[0],[0],[1.9656474000075832],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
137,0,137,[np.float64(-0.3962962962962963)],[np.float64(-0.2638888888888889)],[1],[0],[0],[2.3777577999862842],['target'],137,0,137,0,295.5125212999992,,10,295.4984220000333,295.5125212999992,295.5125212999992,0.021718300005886704,297.8762879000278,[np.float64(-0.3962962962962963)],[np.float64(-0.2638888888888889)],[1],[0],[0],[2.3777577999862842],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
138,0,138,[np.float64(-0.1537037037037037)],[np.float64(0.43425925925925923)],[1],[0],[0],[3.1562314000329934],['target'],138,0,138,0,297.9142606999958,,10,297.9004394999938,297.9142606999958,297.9142606999958,0.02391180000267923,301.05680399999255,[np.float64(-0.1537037037037037)],[np.float64(0.43425925925925923)],[1],[0],[0],[3.1562314000329934],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
139,0,139,[np.float64(-0.32407407407407407)],[np.float64(0.287962962962963)],[1],[0],[0],[1.5167642000014894],['target'],139,0,139,0,301.10099990002345,,10,301.08829980000155,301.10099990002345,301.10099990002345,0.031197300006169826,302.60517029999755,[np.float64(-0.32407407407407407)],[np.float64(0.287962962962963)],[1],[0],[0],[1.5167642000014894],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
140,0,140,[np.float64(-0.26296296296296295)],[np.float64(-0.12314814814814815)],[1],[0],[0],[1.9630331000080332],['target'],140,0,140,0,302.62883130001137,,5,302.6234422000125,302.62883130001137,302.62883130001137,0.018088500015437603,304.5865610000328,[np.float64(-0.26296296296296295)],[np.float64(-0.12314814814814815)],[1],[0],[0],[1.9630331000080332],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
141,0,141,[np.float64(0.4166666666666667)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.5485654000076465],['target'],141,0,141,0,304.60690349998185,,5,304.60184000001755,304.60690349998185,304.60690349998185,0.015133600041735917,306.15047669998603,[np.float64(0.4166666666666667)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.5485654000076465],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
142,0,142,[np.float64(0.16296296296296298)],[np.float64(-0.06388888888888888)],[1],[0],[0],[1.954228900023736],['target'],142,0,142,0,306.168490400014,,5,306.161138400028,306.168490400014,306.168490400014,0.010546000034082681,308.11542929999996,[np.float64(0.16296296296296298)],[np.float64(-0.06388888888888888)],[1],[0],[0],[1.954228900023736],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
143,0,143,[np.float64(0.40370370370370373)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.8284522999892943],['target'],143,0,143,0,308.1437335999799,,10,308.136057500029,308.1437335999799,308.1437335999799,0.02048619999550283,309.9645622000098,[np.float64(0.40370370370370373)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.8284522999892943],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
144,0,144,[np.float64(-0.26481481481481484)],[np.float64(0.35)],[1],[0],[0],[4.358697200019378],['target'],144,0,144,0,309.9971624999889,,10,309.9884037000011,309.9971624999889,309.9971624999889,0.0237292000092566,314.3472216000082,[np.float64(-0.26481481481481484)],[np.float64(0.35)],[1],[0],[0],[4.358697200019378],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
145,0,145,[np.float64(0.48148148148148145)],[np.float64(0.4935185185185185)],[1],[0],[0],[2.2008672999800183],['target'],145,0,145,0,314.3668431999977,,5,314.3612821000279,314.3668431999977,314.3668431999977,0.013787299976684153,316.56228950002696,[np.float64(0.48148148148148145)],[np.float64(0.4935185185185185)],[1],[0],[0],[2.2008672999800183],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
146,0,146,[np.float64(-0.3592592592592593)],[np.float64(0.3388888888888889)],[1],[0],[0],[2.2488573000300676],['target'],146,0,146,0,316.5826350999996,,5,316.5758642000146,316.5826350999996,316.5826350999996,0.013273600023239851,318.82480459997896,[np.float64(-0.3592592592592593)],[np.float64(0.3388888888888889)],[1],[0],[0],[2.2488573000300676],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
147,0,147,[np.float64(0.4898148148148148)],[np.float64(-0.07685185185185185)],[1],[0],[0],[2.5857292999862693],['target'],147,0,147,0,318.87022739998065,,10,318.85546420002356,318.87022739998065,318.87022739998065,0.03054170001996681,321.4413393000141,[np.float64(0.4898148148148148)],[np.float64(-0.07685185185185185)],[1],[0],[0],[2.5857292999862693],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
148,0,148,[np.float64(0.4546296296296296)],[np.float64(0.49907407407407406)],[1],[0],[0],[7.986383800045587],['target'],148,0,148,0,321.4723651999957,,5,321.46347810002044,321.4723651999957,321.4723651999957,0.021830299985595047,329.44996810000157,[np.float64(0.4546296296296296)],[np.float64(0.49907407407407406)],[1],[0],[0],[7.986383800045587],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
149,0,149,[np.float64(0.14351851851851852)],[np.float64(0.362962962962963)],[1],[0],[0],[1.5276034999988042],['target'],149,0,149,0,329.47904559999006,,5,329.4711424999987,329.47904559999006,329.47904559999006,0.020880999974906445,330.99886669998523,[np.float64(0.14351851851851852)],[np.float64(0.362962962962963)],[1],[0],[0],[1.5276034999988042],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
150,0,150,[np.float64(0.4777777777777778)],[np.float64(0.4444444444444444)],[1],[0],[0],[1.5820641000173055],['target'],150,0,150,0,331.021906399983,,5,331.0144124000217,331.021906399983,331.021906399983,0.01533010002458468,332.5965443000314,[np.float64(0.4777777777777778)],[np.float64(0.4444444444444444)],[1],[0],[0],[1.5820641000173055],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
151,0,151,[np.float64(-0.36574074074074076)],[np.float64(-0.2601851851851852)],[1],[0],[0],[2.0071450000396],['target'],151,0,151,0,332.6155324000283,,5,332.60750759998336,332.6155324000283,332.6155324000283,0.010847800003830343,334.6147626999882,[np.float64(-0.36574074074074076)],[np.float64(-0.2601851851851852)],[1],[0],[0],[2.0071450000396],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
152,0,152,[np.float64(0.287962962962963)],[np.float64(0.019444444444444445)],[1],[0],[0],[1.5491376999998465],['target'],152,0,152,0,334.6334128000308,,5,334.6278934000293,334.6334128000308,334.6334128000308,0.01292410003952682,336.17708850000054,[np.float64(0.287962962962963)],[np.float64(0.019444444444444445)],[1],[0],[0],[1.5491376999998465],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
153,0,153,[np.float64(0.362962962962963)],[np.float64(0.3175925925925926)],[1],[0],[0],[3.0757540999911726],['target'],153,0,153,0,336.20800679997774,,10,336.198684700008,336.20800679997774,336.20800679997774,0.021483700023964047,339.27452610002365,[np.float64(0.362962962962963)],[np.float64(0.3175925925925926)],[1],[0],[0],[3.0757540999911726],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
154,0,154,[np.float64(0.28425925925925927)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.6903774000238627],['target'],154,0,154,0,339.3111542999977,,10,339.2971739000059,339.3111542999977,339.3111542999977,0.022457299986854196,341.9876134999795,[np.float64(0.28425925925925927)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.6903774000238627],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
155,0,155,[np.float64(0.14722222222222223)],[np.float64(-0.387037037037037)],[1],[0],[0],[2.4490454000188038],['target'],155,0,155,0,342.0184707000153,,10,342.0048095000093,342.0184707000153,342.0184707000153,0.017070700007025152,344.4539604000165,[np.float64(0.14722222222222223)],[np.float64(-0.387037037037037)],[1],[0],[0],[2.4490454000188038],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
156,0,156,[np.float64(-0.09074074074074075)],[np.float64(0.39537037037037037)],[1],[0],[0],[2.3069509000051767],['target'],156,0,156,0,344.48915739997756,,10,344.4782591999974,344.48915739997756,344.48915739997756,0.024104499956592917,346.78531569999177,[np.float64(-0.09074074074074075)],[np.float64(0.39537037037037037)],[1],[0],[0],[2.3069509000051767],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
157,0,157,[np.float64(0.4388888888888889)],[np.float64(0.3351851851851852)],[1],[0],[0],[2.120146000001114],['target'],157,0,157,0,346.80628010001965,,5,346.8004542000126,346.80628010001965,346.80628010001965,0.014939900022000074,348.9207019000314,[np.float64(0.4388888888888889)],[np.float64(0.3351851851851852)],[1],[0],[0],[2.120146000001114],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
158,0,158,[np.float64(-0.18796296296296297)],[np.float64(-0.28425925925925927)],[1],[0],[0],[2.760635500017088],['target'],158,0,158,0,348.9593224999844,,10,348.94171869999263,348.9593224999844,348.9593224999844,0.020814599993173033,351.7025387000176,[np.float64(-0.18796296296296297)],[np.float64(-0.28425925925925927)],[1],[0],[0],[2.760635500017088],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
159,0,159,[np.float64(-0.31666666666666665)],[np.float64(0.26666666666666666)],[1],[0],[0],[3.1123678000294603],['target'],159,0,159,0,351.724229799991,,5,351.7167696999968,351.724229799991,351.724229799991,0.013891700014937669,354.8292528000311,[np.float64(-0.31666666666666665)],[np.float64(0.26666666666666666)],[1],[0],[0],[3.1123678000294603],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
160,0,160,[np.float64(0.05740740740740741)],[np.float64(-0.2490740740740741)],[1],[0],[0],[2.3240376000176184],['target'],160,0,160,0,354.86339860002045,,10,354.85457419999875,354.86339860002045,354.86339860002045,0.025127000000793487,357.17872899997747,[np.float64(0.05740740740740741)],[np.float64(-0.2490740740740741)],[1],[0],[0],[2.3240376000176184],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
161,0,161,[np.float64(-0.2601851851851852)],[np.float64(-0.20925925925925926)],[1],[0],[0],[2.463953699974809],['target'],161,0,161,0,357.20351429999573,,5,357.1926678000018,357.20351429999573,357.20351429999573,0.013637500000186265,359.6567084999988,[np.float64(-0.2601851851851852)],[np.float64(-0.20925925925925926)],[1],[0],[0],[2.463953699974809],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
162,0,162,[np.float64(0.47685185185185186)],[np.float64(-0.15092592592592594)],[1],[0],[0],[1.726484899991192],['target'],162,0,162,0,359.6734482999891,,5,359.6662941999966,359.6734482999891,359.6734482999891,0.009428099961951375,361.3928787999903,[np.float64(0.47685185185185186)],[np.float64(-0.15092592592592594)],[1],[0],[0],[1.726484899991192],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
163,0,163,[np.float64(-0.1537037037037037)],[np.float64(-0.3351851851851852)],[1],[0],[0],[3.388765800045803],['target'],163,0,163,0,361.4257198999985,,10,361.4158331999788,361.4257198999985,361.4257198999985,0.022779300052206963,364.80471140000736,[np.float64(-0.1537037037037037)],[np.float64(-0.3351851851851852)],[1],[0],[0],[3.388765800045803],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
164,0,164,[np.float64(-0.020370370370370372)],[np.float64(0.030555555555555555)],[1],[0],[0],[4.611936700006481],['target'],164,0,164,0,364.83812670002226,,10,364.8256516000256,364.83812670002226,364.83812670002226,0.02067450003232807,369.4376823999919,[np.float64(-0.020370370370370372)],[np.float64(0.030555555555555555)],[1],[0],[0],[4.611936700006481],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
165,0,165,[np.float64(0.15648148148148147)],[np.float64(-0.1398148148148148)],[1],[0],[0],[1.1819154000259005],['target'],165,0,165,0,369.4586058999994,,5,369.4499521999969,369.4586058999994,369.4586058999994,0.01208539999788627,370.63197260000743,[np.float64(0.15648148148148147)],[np.float64(-0.1398148148148148)],[1],[0],[0],[1.1819154000259005],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
166,0,166,[np.float64(-0.09074074074074075)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.5606382000260055],['target'],166,0,166,0,370.6673214000184,,10,370.65632020001067,370.6673214000184,370.6673214000184,0.024177399987820536,372.2171081000124,[np.float64(-0.09074074074074075)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.5606382000260055],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
167,0,167,[np.float64(0.22592592592592592)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.729548400035128],['target'],167,0,167,0,372.2626078000176,,10,372.25043740001274,372.2626078000176,372.2626078000176,0.03300450003007427,373.98006400000304,[np.float64(0.22592592592592592)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.729548400035128],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
168,0,168,[np.float64(-0.4083333333333333)],[np.float64(0.18703703703703703)],[1],[0],[0],[1.903415499953553],['target'],168,0,168,0,373.99963460001163,,5,373.9935521000298,373.99963460001163,373.99963460001163,0.01331980002578348,375.8970552000101,[np.float64(-0.4083333333333333)],[np.float64(0.18703703703703703)],[1],[0],[0],[1.903415499953553],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
169,0,169,[np.float64(0.05648148148148148)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.4932305999682285],['target'],169,0,169,0,375.9283862999873,,10,375.91951690003043,375.9283862999873,375.9283862999873,0.022244299994781613,378.4128646000172,[np.float64(0.05648148148148148)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.4932305999682285],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
170,0,170,[np.float64(-0.12037037037037036)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.749425699992571],['target'],170,0,170,0,378.43234579998534,,5,378.42706780001754,378.43234579998534,378.43234579998534,0.013737200002651662,380.17663439997705,[np.float64(-0.12037037037037036)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.749425699992571],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
171,0,171,[np.float64(0.10925925925925926)],[np.float64(-0.20092592592592592)],[1],[0],[0],[1.8724447000422515],['target'],171,0,171,0,380.21043129998725,,10,380.20245809998596,380.21043129998725,380.21043129998725,0.025534499960485846,382.07508280000184,[np.float64(0.10925925925925926)],[np.float64(-0.20092592592592592)],[1],[0],[0],[1.8724447000422515],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
172,0,172,[np.float64(-0.03333333333333333)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.6418320999946445],['target'],172,0,172,0,382.11228400003165,,10,382.09890490002,382.11228400003165,382.11228400003165,0.0235367999994196,383.7409153000335,[np.float64(-0.03333333333333333)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.6418320999946445],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
173,0,173,[np.float64(-0.08703703703703704)],[np.float64(-0.07037037037037037)],[1],[0],[0],[2.1381632999982685],['target'],173,0,173,0,383.7781044000294,,10,383.76900249999017,383.7781044000294,383.7781044000294,0.02764960000058636,385.90726300003007,[np.float64(-0.08703703703703704)],[np.float64(-0.07037037037037037)],[1],[0],[0],[2.1381632999982685],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
174,0,174,[np.float64(0.26944444444444443)],[np.float64(0.412962962962963)],[1],[0],[0],[1.849660000007134],['target'],174,0,174,0,385.9246524000191,,5,385.9193730999832,385.9246524000191,385.9246524000191,0.011882300022989511,387.76911819999805,[np.float64(0.26944444444444443)],[np.float64(0.412962962962963)],[1],[0],[0],[1.849660000007134],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
175,0,175,[np.float64(-0.08333333333333333)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.6060980999609455],['target'],175,0,175,0,387.81162950000726,,10,387.79519010003423,387.81162950000726,387.81162950000726,0.02584779995959252,389.40141009999206,[np.float64(-0.08333333333333333)],[np.float64(-0.2037037037037037)],[1],[0],[0],[1.6060980999609455],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
176,0,176,[np.float64(-0.43425925925925923)],[np.float64(-0.07685185185185185)],[1],[0],[0],[1.4962782000075094],['target'],176,0,176,0,389.4296225000289,,5,389.4203371999902,389.4296225000289,389.4296225000289,0.018692399957217276,390.9167246000143,[np.float64(-0.43425925925925923)],[np.float64(-0.07685185185185185)],[1],[0],[0],[1.4962782000075094],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
177,0,177,[np.float64(-0.1)],[np.float64(-0.21574074074074073)],[1],[0],[0],[1.9211939999950118],['target'],177,0,177,0,390.9505644000019,,10,390.9415115999873,390.9505644000019,390.9505644000019,0.02443150000181049,392.8627842999995,[np.float64(-0.1)],[np.float64(-0.21574074074074073)],[1],[0],[0],[1.9211939999950118],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
178,0,178,[np.float64(-0.4388888888888889)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.3396472000167705],['target'],178,0,178,0,392.9085596000077,,10,392.89090840000426,392.9085596000077,392.9085596000077,0.02796229999512434,394.2307044999907,[np.float64(-0.4388888888888889)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.3396472000167705],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
179,0,179,[np.float64(-0.03796296296296296)],[np.float64(-0.26851851851851855)],[1],[0],[0],[1.3020417999941856],[None],179,0,179,0,394.2530753000174,,5,394.2450458999956,394.2530753000174,394.2530753000174,0.014068899967242032,395.54721280001104,[np.float64(-0.03796296296296296)],[np.float64(-0.26851851851851855)],[1],[0],[0],[1.3020417999941856],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
180,0,180,[np.float64(0.15)],[np.float64(-0.4444444444444444)],[1],[0],[0],[2.9228556999587454],['target'],180,0,180,0,395.58687840000493,,10,395.5684588000295,395.58687840000493,395.58687840000493,0.02101520000724122,398.49138790002326,[np.float64(0.15)],[np.float64(-0.4444444444444444)],[1],[0],[0],[2.9228556999587454],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
181,0,181,[np.float64(-0.1287037037037037)],[np.float64(-0.4537037037037037)],[1],[0],[0],[1.4644580999738537],['target'],181,0,181,0,398.5216486999998,,5,398.51044570002705,398.5216486999998,398.5216486999998,0.018915000022388995,399.9750272000092,[np.float64(-0.1287037037037037)],[np.float64(-0.4537037037037037)],[1],[0],[0],[1.4644580999738537],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
182,0,182,[np.float64(0.13148148148148148)],[np.float64(0.04722222222222222)],[1],[0],[0],[2.4421029000077397],['target'],182,0,182,0,400.0132395999972,,10,399.9968624000321,400.0132395999972,400.0132395999972,0.021666100015863776,402.4390619000187,[np.float64(0.13148148148148148)],[np.float64(0.04722222222222222)],[1],[0],[0],[2.4421029000077397],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
183,0,183,[np.float64(-0.24537037037037038)],[np.float64(-0.08611111111111111)],[1],[0],[0],[1.1872163999942131],['target'],183,0,183,0,402.4605958000175,,5,402.4529142000247,402.4605958000175,402.4605958000175,0.013655399961862713,403.6402144000167,[np.float64(-0.24537037037037038)],[np.float64(-0.08611111111111111)],[1],[0],[0],[1.1872163999942131],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
184,0,184,[np.float64(-0.040740740740740744)],[np.float64(-0.4685185185185185)],[1],[0],[0],[2.6265047999913804],[None],184,0,184,0,403.67579200002365,,10,403.66319200000726,403.67579200002365,403.67579200002365,0.022810099995695055,406.28979850001633,[np.float64(-0.040740740740740744)],[np.float64(-0.4685185185185185)],[1],[0],[0],[2.6265047999913804],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
185,0,185,[np.float64(-0.15648148148148147)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.2318209999939427],['target'],185,0,185,0,406.3163746999926,,5,406.3051670999848,406.3163746999926,406.3163746999926,0.015152600011788309,407.53709290002007,[np.float64(-0.15648148148148147)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.2318209999939427],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
