thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
118,0,118,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17509929998777807],[None],118,0,118,0,242.36404,,10,242.3453835,242.36404,242.36404,0.0229517,242.520579,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17509929998777807],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
119,0,119,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.1918186999973841],[None],119,0,119,0,242.5621313,,10,242.5456123,242.5621313,242.5621313,0.0248593,242.7375589,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.1918186999973841],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
120,0,120,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.16962729999795556],[None],120,0,120,0,242.7597662,,5,242.7501866,242.7597662,242.7597662,0.0123381,242.9200015,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.16962729999795556],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
121,0,121,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17648050002753735],[None],121,0,121,0,242.9669296,,10,242.9467909,242.9669296,242.9669296,0.0266841,243.1233311,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17648050002753735],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
122,0,122,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.15118349995464087],[None],122,0,122,0,243.1649116,,10,243.1515267,243.1649116,243.1649116,0.028081,243.3027793,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.15118349995464087],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
123,0,123,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.20372609997866675],[None],123,0,123,0,243.3246525,,5,243.3151308,243.3246525,243.3246525,0.0122221,243.5189778,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.20372609997866675],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
124,0,124,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.18626989994663745],[None],124,0,124,0,243.5465846,,5,243.5344641,243.5465846,243.5465846,0.0153807,243.7208982,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.18626989994663745],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
125,0,125,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.19750399998156354],[None],125,0,125,0,243.7462166,,5,243.738053,243.7462166,243.7462166,0.0168086,243.9356254,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.19750399998156354],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
126,0,126,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.20272429997567087],[None],126,0,126,0,243.9553824,,5,243.9489067,243.9553824,243.9553824,0.0131774,244.1517296,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.20272429997567087],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
127,0,127,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.18264789995737374],[None],127,0,127,0,244.1879002,,10,244.1693259,244.1879002,244.1879002,0.0174732,244.352079,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.18264789995737374],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
128,0,128,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17774969997117296],[None],128,0,128,0,244.3872842,,10,244.3749729,244.3872842,244.3872842,0.0227101,244.5528218,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17774969997117296],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
129,0,129,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2676913000177592],[None],129,0,129,0,244.5776998,,5,244.5697677,244.5776998,244.5776998,0.016726,244.8375833,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2676913000177592],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
130,0,130,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.47534689999883994],[None],130,0,130,0,244.8775085,,10,244.8592357,244.8775085,244.8775085,0.0214342,245.3347615,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.47534689999883994],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
131,0,131,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.9907527000177652],[None],131,0,131,0,245.3706087,,5,245.3615327,245.3706087,245.3706087,0.0263921,246.352386,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.9907527000177652],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
132,0,132,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[2.3672837000340223],[None],132,0,132,0,246.3907512,,10,246.382333,246.3907512,246.3907512,0.0297033,248.7497508,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[2.3672837000340223],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
133,0,133,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.6507065999903716],[None],133,0,133,0,248.7722355,,5,248.7660774,248.7722355,248.7722355,0.0159447,249.4169432,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.6507065999903716],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
134,0,134,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.3907578000216745],[None],134,0,134,0,249.4540792,,10,249.4409485,249.4540792,249.4540792,0.0236709,249.8317689,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.3907578000216745],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
135,0,135,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2968906000023708],[None],135,0,135,0,249.8624799,,10,249.8520127,249.8624799,249.8624799,0.0201202,250.1490297,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2968906000023708],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
136,0,136,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.23319250001804903],[None],136,0,136,0,250.170921,,5,250.1648819,250.170921,250.170921,0.0155413,250.3981675,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.23319250001804903],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
137,0,137,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.24270040000556037],[None],137,0,137,0,250.4333379,,10,250.4213593,250.4333379,250.4333379,0.0230423,250.6641472,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.24270040000556037],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
138,0,138,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.4369554999866523],[None],138,0,138,0,250.7017809,,10,250.6933778,250.7017809,250.7017809,0.0290897,251.1304152,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.4369554999866523],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
139,0,139,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.4849787999992259],[None],139,0,139,0,251.1543963,,5,251.1455012,251.1543963,251.1543963,0.0149113,251.630583,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.4849787999992259],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
140,0,140,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.47148579999338835],[None],140,0,140,0,251.6697539,,10,251.6589757,251.6697539,251.6697539,0.0280811,252.1305913,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.47148579999338835],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
141,0,141,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.42845770000712946],[None],141,0,141,0,252.1732385,,10,252.1527101,252.1732385,252.1732385,0.0218116,252.5813042,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.42845770000712946],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
142,0,142,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.30693439999595284],[None],142,0,142,0,252.6183283,,10,252.6051968,252.6183283,252.6183283,0.0235847,252.912237,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.30693439999595284],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
143,0,143,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.33118620002642274],[None],143,0,143,0,252.9404833,,5,252.9300043,252.9404833,252.9404833,0.017547,253.2612443,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.33118620002642274],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
144,0,144,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17951599997468293],[None],144,0,144,0,253.3006918,,10,253.2821599,253.3006918,253.3006918,0.0208119,253.4617942,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.17951599997468293],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
145,0,145,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.23434219998307526],[None],145,0,145,0,253.4859798,,5,253.4773572,253.4859798,253.4859798,0.0152731,253.7118085,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.23434219998307526],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
146,0,146,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.27846619999036193],[None],146,0,146,0,253.7442897,,10,253.7349544,253.7442897,253.7442897,0.0229427,254.0135374,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.27846619999036193],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
147,0,147,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2757287000422366],[None],147,0,147,0,254.0511728,,10,254.0353927,254.0511728,254.0511728,0.0215736,254.3111984,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.2757287000422366],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
148,0,148,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.5218614999903366],[None],148,0,148,0,254.3306103,,5,254.3232988,254.3306103,254.3306103,0.0119772,254.8452201,[np.float64(-0.12129629629629629)],[np.float64(0.04814814814814815)],[1],[0],[0],[0.5218614999903366],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
149,0,149,[np.float64(-0.06018518518518518)],[np.float64(0.10648148148148148)],[1],[0],[0],[1.319569700048305],[None],149,0,149,0,254.868539,,5,254.8567712,254.868539,254.868539,0.0114597,256.1764559,[np.float64(-0.06018518518518518)],[np.float64(0.10648148148148148)],[1],[0],[0],[1.319569700048305],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
150,0,150,[np.float64(-0.06018518518518518)],[np.float64(0.10648148148148148)],[1],[0],[0],[0.3010863999952562],[None],150,0,150,0,256.2181338,,10,256.2096885,256.2181338,256.2181338,0.0330364,256.5108687,[np.float64(-0.06018518518518518)],[np.float64(0.10648148148148148)],[1],[0],[0],[0.3010863999952562],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
151,0,151,[np.float64(0.1175925925925926)],[np.float64(-0.32592592592592595)],[1],[0],[0],[0.8376408999902196],[None],151,0,151,0,256.5324674,,5,256.5243941,256.5324674,256.5324674,0.0133084,257.3620943,[np.float64(0.1175925925925926)],[np.float64(-0.32592592592592595)],[1],[0],[0],[0.8376408999902196],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
152,0,152,[np.float64(-0.007407407407407408)],[np.float64(0.24259259259259258)],[1],[0],[0],[0.7496026000007987],[None],152,0,152,0,257.38094,,5,257.3738325,257.38094,257.38094,0.0116849,258.1234977,[np.float64(-0.007407407407407408)],[np.float64(0.24259259259259258)],[1],[0],[0],[0.7496026000007987],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
153,0,153,[np.float64(-0.36666666666666664)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.6905149999656714],[None],153,0,153,0,258.1427995,,5,258.1323254,258.1427995,258.1427995,0.0087495,258.8229006,[np.float64(-0.36666666666666664)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.6905149999656714],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
154,0,154,[np.float64(-0.36666666666666664)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.31501989997923374],[None],154,0,154,0,258.8501192,,10,258.8410886,258.8501192,258.8501192,0.0180945,259.1561706,[np.float64(-0.36666666666666664)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.31501989997923374],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
155,0,155,[np.float64(0.014814814814814815)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.8988958999980241],[None],155,0,155,0,259.1887114,,10,259.1732778,259.1887114,259.1887114,0.0169934,260.07226,[np.float64(0.014814814814814815)],[np.float64(0.20925925925925926)],[1],[0],[0],[0.8988958999980241],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
156,0,156,[np.float64(0.43796296296296294)],[np.float64(0.3055555555555556)],[1],[0],[0],[0.7414753999910317],[None],156,0,156,0,260.0882752,,5,260.0818783,260.0882752,260.0882752,0.009448,260.8234316,[np.float64(0.43796296296296294)],[np.float64(0.3055555555555556)],[1],[0],[0],[0.7414753999910317],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
157,0,157,[np.float64(0.16666666666666666)],[np.float64(0.1824074074074074)],[1],[0],[0],[0.7096500000334345],[None],157,0,157,0,260.8595483,,10,260.8454392,260.8595483,260.8595483,0.0218672,261.5552048,[np.float64(0.16666666666666666)],[np.float64(0.1824074074074074)],[1],[0],[0],[0.7096500000334345],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
158,0,158,[np.float64(-0.13796296296296295)],[np.float64(0.2537037037037037)],[1],[0],[0],[0.682814999949187],[None],158,0,158,0,261.5809817,,5,261.5727097,261.5809817,261.5809817,0.0172696,262.2556401,[np.float64(-0.13796296296296295)],[np.float64(0.2537037037037037)],[1],[0],[0],[0.682814999949187],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
159,0,159,[np.float64(-0.13796296296296295)],[np.float64(0.2537037037037037)],[1],[0],[0],[0.3674524000380188],[None],159,0,159,0,262.2788772,,5,262.27059,262.2788772,262.2788772,0.0147537,262.6381333,[np.float64(-0.13796296296296295)],[np.float64(0.2537037037037037)],[1],[0],[0],[0.3674524000380188],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
160,0,160,[np.float64(-0.26296296296296295)],[np.float64(-0.011111111111111112)],[1],[0],[0],[0.8980657999636605],[None],160,0,160,0,262.6629858,,5,262.6541609,262.6629858,262.6629858,0.0157907,263.5522666,[np.float64(-0.26296296296296295)],[np.float64(-0.011111111111111112)],[1],[0],[0],[0.8980657999636605],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
161,0,161,[np.float64(-0.26296296296296295)],[np.float64(-0.011111111111111112)],[1],[0],[0],[0.32644679996883497],[None],161,0,161,0,263.5684471,,5,263.560727,263.5684471,263.5684471,0.008385,263.8872999,[np.float64(-0.26296296296296295)],[np.float64(-0.011111111111111112)],[1],[0],[0],[0.32644679996883497],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
162,0,162,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.9562635999755003],[None],162,0,162,0,263.927509,,10,263.9134932,263.927509,263.927509,0.0259559,264.8698767,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.9562635999755003],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
163,0,163,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.34092289995169267],[None],163,0,163,0,264.8875526,,5,264.881274,264.8875526,264.8875526,0.0111525,265.2223381,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.34092289995169267],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
164,0,164,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.1472539000096731],[None],164,0,164,0,265.2473413,,5,265.2382893,265.2473413,265.2473413,0.0156889,265.385688,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.1472539000096731],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
165,0,165,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.16355800000019372],[None],165,0,165,0,265.411534,,5,265.4044118,265.411534,265.411534,0.0185223,265.5680843,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.16355800000019372],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
166,0,166,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.21797669999068603],[None],166,0,166,0,265.5899324,,5,265.5846503,265.5899324,265.5899324,0.0163832,265.802695,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.21797669999068603],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
167,0,167,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.2628643999923952],[None],167,0,167,0,265.830129,,10,265.8215753,265.830129,265.830129,0.0187823,266.084553,[np.float64(-0.1287037037037037)],[np.float64(0.275)],[1],[0],[0],[0.2628643999923952],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
168,0,168,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.8583116999943741],[None],168,0,168,0,266.119871,,10,266.1091183,266.119871,266.119871,0.0243546,266.9675715,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.8583116999943741],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
169,0,169,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.2986378999776207],[None],169,0,169,0,267.0149034,,10,267.0041827,267.0149034,267.0149034,0.0362962,267.3029547,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.2986378999776207],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
170,0,170,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.21436879999237135],[None],170,0,170,0,267.3269594,,5,267.3187398,267.3269594,267.3269594,0.0154829,267.533177,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.21436879999237135],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
171,0,171,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.23721390002174303],[None],171,0,171,0,267.5540543,,5,267.5469879,267.5540543,267.5540543,0.0137011,267.7843312,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.23721390002174303],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
172,0,172,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20308619999559596],[None],172,0,172,0,267.8078779,,5,267.8007009,267.8078779,267.8078779,0.0161309,268.0038716,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20308619999559596],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
173,0,173,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20492830005241558],[None],173,0,173,0,268.0396489,,10,268.0283219,268.0396489,268.0396489,0.0242907,268.2333234,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20492830005241558],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
174,0,174,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20029269997030497],[None],174,0,174,0,268.2566562,,5,268.2485695,268.2566562,268.2566562,0.0151337,268.4489519,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.20029269997030497],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
175,0,175,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.19498190004378557],[None],175,0,175,0,268.4896814,,10,268.4721975,268.4896814,268.4896814,0.023131,268.6673085,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.19498190004378557],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
176,0,176,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.17037740000523627],[None],176,0,176,0,268.705338,,10,268.6955821,268.705338,268.705338,0.0279668,268.8660474,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.17037740000523627],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
177,0,177,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.24162069999147207],[None],177,0,177,0,268.9038378,,10,268.8932528,268.9038378,268.9038378,0.0269377,269.1349881,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.24162069999147207],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
178,0,178,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.2023922000080347],[None],178,0,178,0,269.1752664,,10,269.1637116,269.1752664,269.1752664,0.0284887,269.3662372,[np.float64(0.28425925925925927)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.2023922000080347],[None],DHM,1,2025-09-30_18h39.23.556,Visual search experiment,,2025.1.1,59.90255053,2025-09-30 18h39.31.980959 +0530
